#mOTU	consensus_taxonomy	S_Normal_025_008M	S_Normal_025_17M	S_Normal_025_34M	S_Normal_025_068M	S_Normal_025_102M	S_Normal_050_008M	S_Normal_050_17M	S_Normal_050_34M	S_Normal_050_068M	S_Normal_050_102M	S_Normal_100_008M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_100_068M	S_Normal_100_102M	S_Normal_150_008M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_150_068M	S_Normal_150_102M	S_Normal_200_008M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_200_068M	S_Normal_200_102M	S_Normal_400_008M	S_Normal_400_17M	S_Normal_400_34M	S_Normal_400_068M	S_Normal_400_102M
ref_mOTU_v3_11543	Acetohalobium arabaticum	0.055328849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005042146	0	0.002627287	0	0.000712794	0	0.001401945	0.000578576	0.000985503	0	0
ref_mOTU_v3_04659	Capnocytophaga canimorsus	0	0	0	0	0	0.004507854	0	0	0	0	0	0	0	0.021216513	0	0	0	0.001735838	0	0	0	0.002372654	0	0	0.008588726	0	0.000178659	0.000100921	0.004177906	0
ref_mOTU_v3_04661	Capnocytophaga cynodegmi [Porphyromonadaceae bacterium COT-184 OH4590/Capnocytophaga cynodegmi]	0	0	0	0	0	0.007615681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004669235	0	0	0.019578018	0	0.000201962	0.000372332	0	0
ref_mOTU_v3_11526	Arcobacter nitrofigilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005946025	0	0	0	0	0	0	0	0.000226989
ref_mOTU_v3_06125	Geobacter metallireducens	0	0	0	0	0	0	0	0	0	0	0	0.008316474	0.018893992	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000523574	0.000690012	0	0.000765291
ref_mOTU_v3_04272	Ornithobacterium rhinotracheale	0	0	0	0	0.013501993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001196837	0.018811075	0	0.001154537	0.003855069
ref_mOTU_v3_11672	Arcanobacterium haemolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009921184	0	0	0	0	0	0	0	0	0	0	0	0.000700114	0.003058134	0	0	0
ref_mOTU_v3_01874	Clavibacter michiganensis [Clavibacter cf. michiganensis LMG 26808/Clavibacter michiganensis]	0	0	0	0	0	0	0	0	0	0	0.005905826	0	0	0	0	0	0	0.0041527	0	0.000571186	0	0	0	0	0	0.001747015	0.004924478	0	0	0.001071078
ref_mOTU_v3_02494	Hydrogenovibrio marinus	0	0	0	0	0	0	0	0	0	0	0	0	0.02143418	0	0	0	0	0	0	0	0	0	0	0.00233278	0	0	0	0	0	0.00420331
ref_mOTU_v3_00099	Salmonella enterica	0	0	0	0	0	0	0.000701338	0	0	0	0	0	0	0	0	0	0	7.11E-05	0	5.09E-05	0	0	0	0.000013729	0	0	0	0	0	2.50E-05
ref_mOTU_v3_03054	Mycobacterium haemophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001670671	0	0.001534869	0.006889265	0.009179624	0	0	0	0	0
ref_mOTU_v3_01818	Thermoanaerobacterium xylanolyticum	0	0	0	0	0	0.010243035	0	0	0.009642851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003743668	0	0	0.008258222	0	0.000470893
ref_mOTU_v3_10846	Staphylococcus auricularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002548255	0	0	0	0.00309905
ref_mOTU_v3_11495	Gemella morbillorum	0	0	0	0	0	0	0	0.00153629	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002491718	0	0	0	0	0.001599987	0.000447362	0.000264063	0
ref_mOTU_v3_06164	Dolosigranulum pigrum	0	0	0	0	0	0	0	0.001813778	0	0	0	0	0	0	0	0.006494383	0	0.002891907	0	0	0.003951514	0	0.003222482	0.003230795	0.002433815	0.011861004	0.006814686	0.001562592	0	0
ref_mOTU_v3_06529	Microlunatus phosphovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002844921	0.000768447	0	0	0	0	0	0.000994694	0	0
ref_mOTU_v3_04808	Xanthomonas albilineans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005795818	0	0	0	0	0.006417595	0.001375236	0.00489535	0.008541915	0	0
ref_mOTU_v3_01938	Veillonella parvula [Veillonella parvula/Veillonella sp. 6_1_27/Veillonella sp. 3_1_44]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275762	0.002109193	0	0.000329704	0.001370696	0.000912164	0.012334665	0.001341463
ref_mOTU_v3_01085	Yersinia aldovae	0	0	0	0	0	0.037704555	0	0	0	0	0	0	0	0	0	0.006944011	0	0.003161794	0	0	0	0	0	0	0	0	0	0	0.002331048	0.000349368
ref_mOTU_v3_01090	Yersinia rohdei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008166749	0	0	0	0.005183915	0	0	0	0	0	0	0	0.001940159	0	0
ref_mOTU_v3_01082	Yersinia ruckeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001529483	0	0	0	0	0	0	0	0	0	0.008171442	0.000429086	0	0.000237513	0	0
ref_mOTU_v3_03275	Vibrio furnissii	0	0	0	0	0	0.05516387	0	0	0	0	0	0	0	0	0	0.004343067	0	0	0	0	0	0	0	0	0	0.000950492	0	0	0.001181018	0.001517347
ref_mOTU_v3_00039	Vibrio tubiashii	0	0	0	0	0	0.033847401	0	0	0	0	0	0	0	0.016657496	0	0	0	0.002436802	0	0	0	0	0.002665399	0	0	0	0.000458557	0	0.018176003	0
ref_mOTU_v3_11999	Turneriella parva	0	0	0.01569427	0	0	0.012951711	0	0	0	0	0	0	0	0	0	0	0	0.001668374	0	0	0.00270954	0.026915616	0	0	0	0	0.001734536	0	0	0.002372768
ref_mOTU_v3_01712	Borreliella afzelii	0	0	0	0	0	0	0	0.002701482	0.048940321	0	0	0	0	0	0	0	0	0	0.002064652	0.003564673	0	0	0.001179032	0	0	0.001048832	0	0.000500051	0.000692499	0
ref_mOTU_v3_03457	Lawsonia intracellularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005136239	0	0.001987426	0	0.002371862	0	0
ref_mOTU_v3_06343	Rhodothermus marinus	0	0	0	0	0.042991503	0.005341064	0	0	0	0	0	0	0	0	0	0	0.000206002	0	0	0	0	0	0	0	0	0	0	0.003791918	0	0
ref_mOTU_v3_01796	Taylorella equigenitalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001126507	0	0.002268931	0	0	0	0.001837802	0	0.000352712
ref_mOTU_v3_11036	Halothermothrix orenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008785782	0	0	0	0	0	0.003942066	0	0.000195745	0.002403476	0	0
ref_mOTU_v3_04287	Parvimonas micra	0	0	0	0	0	0	0	0	0	0	0	0.002437454	0	0	0	0	0	0.004704992	0	0.005869403	0.001333242	0	0	0	0	0.000316145	0.002017942	0.004525605	0	0.003400135
ref_mOTU_v3_11410	Anaerococcus prevotii	0	0	0	0.01181663	0	0	0	0	0	0	0	0	0	0	0	0	0.003668649	0	0	0	0	0	0.004221169	0	0	0.001329459	0	0.001225708	0	0
ref_mOTU_v3_04355	Bartonella grahamii	0	0	0	0	0	0	0	0	0	0	0	0.002143376	0	0	0	0	0	0	0	0.000367649	0	0	0	0	0	0.000349424	0	0	0.000304933	0.000490806
ref_mOTU_v3_10755	Gloeobacter violaceus	0	0	0	0	0	0	0	0.056128512	0	0	0	0	0.002076496	0	0	0	0	0	0	0	0	0.001525769	0.003367039	0	0.01097835	0	0	0	0	0
ref_mOTU_v3_10735	Acidobacterium capsulatum	0	0	0	0	0	0	0	0	0.012697851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016650575	0	0.00063905	0.002550821
ref_mOTU_v3_10959	Rathayibacter tritici	0	0	0	0	0	0	0	0.025226216	0	0	0	0	0	0.024112059	0	0	0	0	0	0	0	0	0.006640592	0.001014622	0	0	0.001005545	0.007268087	0	0
ref_mOTU_v3_01768	Amycolatopsis mediterranei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003292758	0	0	0	0	0.001386573	0.000313043	0.00279666	0	0	0	0	0	0.001082541	0
ref_mOTU_v3_11494	Kyrpidia tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0.019363866	0	0	0	0	0	0	0	0	0.003271291	0	0.000382884	0	0	0	0.010897889	0	0.002344682
ref_mOTU_v3_12133	Acetobacterium woodii	0	0	0	0	0	0.006935229	0	0	0.041062958	0	0	0	0	0	0	0	0	0	0.005868321	0	0	0.010101323	0	0.002392415	0	0	0	0	0	0.00097314
ref_mOTU_v3_01925	Leuconostoc citreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000620844	0	0.000699924	0	0	0.001816654	0.000555003	0	0	0.002317678
ref_mOTU_v3_01795	Melissococcus plutonius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011332282	0	0	0.00137012	0	0	0.012794208	0.000564123	0.000300877	0
ref_mOTU_v3_04160	Rickettsia bellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005533682	0.001315506	0	0	0	0	0	0.003905468	0.005516445	0.001231169	0
ref_mOTU_v3_00827	Komagataeibacter europaeus	0	0	0	0	0	0	0	0	0.016902443	0	0	0	0	0	0	0	0.00175655	0	0	0	0	0	0	0	0.001231904	0	0	0.000610634	0.010707294	0.001491921
ref_mOTU_v3_06129	Gluconacetobacter diazotrophicus	0	0	0	0	0	0	0.013122485	0	0	0	0	0	0	0	0	0	0	0	0	0.001911276	0	0.00853376	0.000796347	0.002769339	0.005197834	0	0.00197013	0.00252074	0	0.001023142
ref_mOTU_v3_08051	Paracoccus aminophilus	0	0	0	0	0	0	0	0.007039705	0	0	0	0	0	0	0	0	0	0	0.004547936	0	0	0	0	0	0	0	0.000388127	0.001246052	0	0
ref_mOTU_v3_00517	Leptothrix cholodnii	0	0	0	0	0	0	0	0	0	0	0	0.004299408	0	0	0	0	0	0	0	0	0.008329091	0	0	0	0	0	0	0	0	0.00080746
ref_mOTU_v3_02719	Rahnella aquatilis [Rahnella sp. WP5/Rahnella aquatilis/Rahnella sp. Y9602]	0	0	0	0	0	0	0	0.008165812	0	0	0	0	0	0.009737872	0	0	0	0	0	0	0	0	0	0	0	0	0.002560429	0	0.001271849	0
ref_mOTU_v3_02329	Moraxella cuniculi	0	0	0	0	0	0	0	0	0	0	0.005885971	0	0	0	0	0	0	0	0	0	0.002054235	0	0	0	0	0.004984955	0	0	0	0
ref_mOTU_v3_00481	Variovorax paradoxus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102307	0	0	0	0	0	0.00157275	0.000315284	0	0	0.000733583	0	0	0
ref_mOTU_v3_03062	Riemerella anatipestifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004697557	0	0	0.019733821	0	0	0	0	0	0	0	0	0	0.00391653	0
ref_mOTU_v3_03854	Sphaerotilus natans	0.030027797	0	0	0	0	0.025187944	0	0	0	0	0.02197832	0	0.010970931	0	0	0	0.000589367	0	0	0	0.007328929	0.002715991	0	0	0	0	0	0.012814617	0.003821094	0.001971872
ref_mOTU_v3_05258	Streptobacillus moniliformis	0	0	0	0	0	0	0	0	0	0	0	0.009489655	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001433605	0	0	0	0
ref_mOTU_v3_11000	Corynebacterium kutscheri	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002742678	0	0.008842687	0	0.002086799	0	0	0	0.000753028	0.007587657	0	0	0	0.005225953	0.004007311	0.000277179	0
ref_mOTU_v3_06810	Corynebacterium cystitidis	0	0	0	0	0	0	0	0	0	0	0.003759041	0	0	0	0	0	0	0	0	0	0	0.001277135	0.042142797	0	0	0	0.000247645	0.000443711	0	0
ref_mOTU_v3_02143	Bifidobacterium choerinum	0	0	0	0	0	0	0	0	0	0	0	0	0.004673404	0	0	0	0.003357178	0	0	0	0.003689799	0	0	0	0	0	0	0.002955355	0	0
ref_mOTU_v3_10868	Coprothermobacter proteolyticus	0	0	0.08947225	0	0	0	0	0	0.033351156	0	0	0	0	0	0	0	0	0	0	0.006039181	0	0	0	0	0	0	0	0.001795225	0	0
ref_mOTU_v3_02936	Rhodovulum sulfidophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001919915	0	0	0	0	0	0	0	0	0	0.002234063	0	0.009600095	0.001587338	0
ref_mOTU_v3_00540	Bordetella holmesii	0	0	0	0	0	0	0	0.008098792	0	0	0	0	0	0.006434057	0.021541958	0.008370506	0	0.000570482	0	0	0	0	0	0	0	0.000307197	0.000380697	0	0	0.002169256
ref_mOTU_v3_06245	Clostridium saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001767913	0	0	0	0.001461017	0.001429612	0.000815125	0.002602735	0.001100167	0
ref_mOTU_v3_11021	Microbacterium aurum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000849889	0.005441968	0	0	0	0.003918418	0	0.012045364	0	0	0	0.002146731	0.002868479	0	0.000319592
ref_mOTU_v3_02848	Paraburkholderia xenovorans [Burkholderia sp. Ch1-1/Paraburkholderia xenovorans]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006523254	0.00627071	0	0	0	0	0	0	0.000757159	0	0	0	0.000985174	0	0.002523755
ref_mOTU_v3_03107	Nocardia seriolae	0	0	0	0	0	0	0	0	0.010410166	0.006024798	0	0	0	0	0	0	0.000635126	0	0	0	0	0	0	0.000383844	0	0	0	0.000510246	0.001046013	0
ref_mOTU_v3_11049	Sinomonas atrocyanea	0	0	0	0	0	0	0	0	0.007023847	0	0.006570707	0	0	0	0	0	0	0	0	0	0.013447418	0	0	0	0	0.001490119	0	0	0	0
ref_mOTU_v3_04803	Corynebacterium jeikeium	0	0	0	0	0	0.004472276	0	0	0	0	0	0	0	0	0	0	0	0.000497832	0	0.005927834	0	0	0	0	0	0	0	0	0.002673367	0
ref_mOTU_v3_03032	Photobacterium damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066722	0	0	0	0	0.003049791	0	0.000761384	0.000316343
ref_mOTU_v3_02861	Streptomyces pristinaespiralis	0	0	0	0	0	0	0	0	0	0	0	0.007001902	0	0	0	0	0	0	0	0	0.000920494	0	0.004302478	0	0	0	0.002110419	0.003356613	0	0.001242136
ref_mOTU_v3_03311	Corynebacterium minutissimum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003061982	0	0.004612942	0	0	0	0	0	0.002135027	0	0	0
ref_mOTU_v3_03331	Corynebacterium vitaeruminis	0	0	0.065586442	0	0	0	0	0	0	0	0	0	0	0.00268447	0.005050456	0.0027122	0	0	0	0	0.005253128	0.004044628	0	0	0	0.005179092	0.000875243	0.001696689	0.014275058	0.000354688
ref_mOTU_v3_07401	Rhodococcus coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004038984	0	0	0	0	0	0	0	0	0	0	0.000934647
ref_mOTU_v3_02582	Bartonella henselae	0	0	0	0	0	0	0	0	0.014675942	0	0	0	0	0	0.006632207	0	0	0	0	0.006215186	0.000721083	0	0	0	0	0	0.001852676	0.000349008	0	0
ref_mOTU_v3_10934	Sulfurimonas denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01516995	0	0	0	0	0.001115127	0	0	0	0.001935842	0	0	0.010697442	0.000626498
ref_mOTU_v3_01940	Veillonella dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009528443	0.001307811	0.018864998	0	0	0.003309179	0	0	0	0	0.004860176	0.007678776
ref_mOTU_v3_01137	Methylobacterium mesophilicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005714649	0	0	0	0	0	0	0.002067653	0.002595069	0	0	0	0.000990333	0	0.001811908	0.00045737	0
ref_mOTU_v3_02299	Leptotrichia buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011975769	0	0	0	0	0	0	0	0.003749623	0.001188594	0.004764585	0.008319115	0	0.001012958	0	0.001465904	0.002213733
ref_mOTU_v3_11220	Actinosynnema mirum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003377602	0	0	0	0	0	0	0	0	0	0	0	0	0.004110278	0
ref_mOTU_v3_04018	Xenorhabdus poinarii	0	0.028652241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007852032	0.000954038	0	0	0	0	0.001151632	0	0	0	0.000934585	0.001835836	0	0.001153042
ref_mOTU_v3_02721	Ewingella americana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002091862	0.005873866	0	0	0.005220776	0	0.000636498	0.002123117	0.00078204	0.013612654	0.001725209
ref_mOTU_v3_06291	Rubrobacter radiotolerans	0	0	0	0	0	0	0	0	0	0	0	0.006077829	0	0	0	0	0	0.003588361	0	0	0	0.002621617	0	0	0	0	0	0	0	0
ref_mOTU_v3_11880	Halobacteroides halobius	0	0	0	0.018607086	0.022706768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003310967	0.001873438	0.003040495	0	0	0	0.000641845	0.000588104	0.000434696	0.001250029
ref_mOTU_v3_11076	Roseobacter litoralis	0	0	0	0	0	0	0	0	0	0	0.004157939	0	0	0	0	0	0	0.001661441	0	0	0.00096126	0.004193525	0	0.003049802	0	0	0	0	0.003729093	0.000602741
ref_mOTU_v3_06294	Marinovum algicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001071473	0	0	0.001776307	0	0.004013502	0	0.001900777	0	0.004652684	0	0
ref_mOTU_v3_04116	Corynebacterium argentoratense	0	0	0	0	0	0	0	0.009388582	0.017567577	0	0	0.009866414	0.005425445	0.00586647	0	0.001431957	0	0	0	0.000609966	0	0	0.001940301	0	0	0.001301011	0	0.00341234	0.001669096	0.001362151
ref_mOTU_v3_11184	Ammonifex degensii	0	0	0	0	0	0	0	0.033377884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014643335	0	0	0.024931281	0	0	0
ref_mOTU_v3_03801	Butyrivibrio proteoclasticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046757378	0	0	0	0	0.000788594	0	0	0	0	0	0	0	0	0	0.001363711	0
ref_mOTU_v3_06143	Mycobacterium branderi	0	0	0	0	0	0	0	0	0	0	0.004066771	0	0	0	0	0	0	0	0	0	0	0	0.00337948	0	0.001550249	0	0	0.010592574	0	0
ref_mOTU_v3_02031	Pseudoalteromonas rubra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310226	0.00976394	0	0	0	0.001732505	0	0	0	0	0	0	0
ref_mOTU_v3_06079	Shewanella benthica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008135043	0	0	0	0	0	0.001213315	0.002674846	0	0	0.000142979	0	0
ref_mOTU_v3_11221	Brachybacterium faecium	0	0	0	0	0	0	0	0	0	0	0	0.007718077	0	0	0	0	0.008781059	0.003324278	0	0.018652996	0	0	0	0	0	0.009393836	0.008056408	0	0	0
ref_mOTU_v3_11287	Jonesia denitrificans	0	0	0	0	0	0	0	0	0.040484297	0	0	0	0	0	0	0	0	0	0	0	0.001423965	0	0	0	0	0	0	0.005367431	0	0
ref_mOTU_v3_03756	Corynebacterium urealyticum [Corynebacterium sp. HMSC22B11/Corynebacterium sp. HMSC27B11/Corynebacterium urealyticum]	0	0	0	0	0	0	0	0	0	0	0	0.013679789	0	0	0	0	0	0	0.00177217	0	0	0	0.000991112	0	0	0	0.003099035	0	0	0
ref_mOTU_v3_11603	Tolumonas auensis	0	0	0	0	0	0	0	0	0	0	0.002230873	0	0	0	0	0	0	0	0	0.006244176	0	0	0	0	0	0	0.000712296	0	0	0
ref_mOTU_v3_11202	Mycobacterium conspicuum	0	0	0.090442285	0	0	0	0	0	0	0	0	0.013316365	0	0	0	0	0	0	0	0	0	0	0.00561787	0.001360049	0	0	0	0	0.006347222	0
ref_mOTU_v3_11456	Ferrimonas balearica	0	0.015457721	0	0	0	0.031796157	0	0	0	0	0	0	0	0	0	0	0	0	0.006138058	0	0.000469273	0.003758959	0.000869507	0	0	0	0.000824281	0	0	0
ref_mOTU_v3_02668	Bradyrhizobium oligotrophicum	0	0	0	0	0	0	0.022071345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005826576	0.001920604	0.004179343	0	0
ref_mOTU_v3_05956	Nitrosomonas communis [Nitrosomonas sp. Nm34/Nitrosomonas communis]	0	0	0	0	0	0	0	0	0	0	0.00261693	0	0	0	0	0	0	0	0.002569261	0	0.013078399	0	0	0	0	0	0	0	0.002949417	0
ref_mOTU_v3_06305	Nitrosomonas ureae	0	0	0	0	0.071646336	0	0	0	0	0	0	0.01496915	0.001520112	0	0	0	0	0.002433487	0	0	0	0.001683156	0	0	0	0.000648791	0	0	0	0
ref_mOTU_v3_11903	Sulfurospirillum barnesii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081292	0.015112511	0.002526563	0	0.001822655	0.000263304	0.002015365
ref_mOTU_v3_04307	Legionella santicrucis	0	0	0	0	0	0	0	0	2.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_06313	Capnocytophaga haemolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002038839	0	0.001614048	0	0	0	0.001475344	0	0	0	0.001161278
ref_mOTU_v3_11253	Psychrobacter urativorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005254414	0	0	0.001308768	0	0	0	0	0.002055811	0	0.001493249	0.000966598	0	0	0
ref_mOTU_v3_11321	Desulfohalobium retbaense	0	0	0	0	0	0	0.02592992	0	0	0	0	0	0.006184734	0	0.013802101	0	0.002376717	0	0	0	0.004664932	0	0	0	0	0.00456256	0	0	0.009249014	0
ref_mOTU_v3_04788	Abiotrophia defectiva [Abiotrophia sp. HMSC24B09/Abiotrophia defectiva]	0	0	0	0	0	0	0.003046616	0	0	0.005534796	0.006593849	0	0.003681654	0	0	0	0	0	0	0	0	0	0	0	0.00491329	0	0.003372032	0	0.003800269	0.002570914
ref_mOTU_v3_02905	Sphingobium chlorophenolicum	0.031046647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002785867	0	0	0	0
ref_mOTU_v3_06262	Thermosipho melanesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005381771	0	0	0	0.001340569	0	0.000589494	0	0.022220215	0	0	0	0.000343005	0
ref_mOTU_v3_04134	Clostridium chauvoei	0	0	0	0	0	0	0	0	0	0	0.00789216	0	0.001310696	0	0	0	0	0	0	0	0.005978665	0	0	0	0.000826315	0	0	0	0	0
ref_mOTU_v3_03903	Borrelia miyamotoi	0	0	0	0	0	0	0	0.042514529	0.037994923	0	0.0192129	0	0.004716463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001628475	0.002555902	0.000509431
ref_mOTU_v3_00379	Lautropia mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0.006858543	0	0	0	0	0.003173209	0	0	0	0	0	0	0	0.001693438	0.000432064	0	0	0.000230296
ref_mOTU_v3_02867	Bibersteinia trehalosi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001574562	0	0	0	0	0	0	0	0.005334127	0	0	0	0	0	0.00063065
ref_mOTU_v3_01725	Xanthomonas fragariae	0	0	0	0	0	0	0	0	0.007733026	0	0	0	0	0.001227092	0	0	0	0	0	0	0	0.016554102	0	0	0	0	0	0.007184204	0	0
ref_mOTU_v3_11677	Syntrophobotulus glycolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003082969	0	0	0	0	0.002549975	0	0.001349164	0.000544424
ref_mOTU_v3_02930	Mycoplasma yeatsii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006891444	0.001107088	0	0	0	0	0	0	0.001977057	0	0.000416123	0	0.002129491	0.001658023	0.000489125
ref_mOTU_v3_04475	Pediococcus damnosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027948826	0	0	0	0	0	0	0.003086429	0	0	0.003655897	0	0.002574072	0	0	0.002497812
ref_mOTU_v3_06341	Tetragenococcus halophilus	0	0	0	0	0	0	0	0	0	0	0	0.002944101	0.006524197	0.003319915	0	0	0	0	0	0	0	0	0	0	0.002121035	0.002371838	0	0	0	0
ref_mOTU_v3_01304	Brachyspira pilosicoli	0	0	0	0.010220246	0.007412849	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013862015	0	0	0	0.002155057	0.014559957	0.000521659	0	0.006283389	0.002597791	0	0
ref_mOTU_v3_06638	Bartonella alsatica	0	0	0	0	0.039272338	0	0	0	0	0	0	0.00872754	0	0	0	0.011954173	0	0	0	0	0	0	0.003629784	0	0	0	0	0.004251075	0	0.001506247
ref_mOTU_v3_11834	Intrasporangium calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002405272	0	0	0	0	0	0	0	0	0.001485769	0	0.002688112	0.002990009	0
ref_mOTU_v3_11428	Mycobacterium heidelbergense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000473369	0.019027052	0	0.003052093
ref_mOTU_v3_03085	Nocardiopsis alba	0	0	0	0	0	0	0	0.075231176	0	0	0	0	0	0	0	0	0	0	0	0	0.002423109	0.002766486	0	0	0	0	0.00028651	0.001937539	0	0
ref_mOTU_v3_11306	Nakamurella multipartita	0	0	0	0	0	0.007425952	0	0	0	0	0	0.003635328	0	0	0	0	0	0	0	0	0	0	0	0	0.012426243	0	0	0.000630369	0	0.00120168
ref_mOTU_v3_06357	Thalassobius gelatinovorus	0	0	0	0.140126956	0	0	0	0	0	0	0	0	0	0	0.009700575	0	0	0.004121352	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_11408	Acidimicrobium ferrooxidans	0.042392135	0	0	0	0	0	0	0	0	0	0.001702593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329731	0	0	0	0
ref_mOTU_v3_11081	Octadecabacter arcticus	0	0	0	0	0	0	0	0	0	0	0.002773348	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006099113	0	0	0.000846254	0	0.006741253
ref_mOTU_v3_00098	Salmonella bongori	0	0	0	0	0	0	0.013631511	0	0	0	0	0	0	0	0	0	0.000978206	0.002249849	0	0.001648193	0	0	0	0.000743517	0	0	0	0.000220192	0	0.00222006
ref_mOTU_v3_11799	Deinococcus proteolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000531368	0	0	0	0	0	0	0	0	0	0	0	0	0.000790739	0.001899962	0.005738948
ref_mOTU_v3_06541	Flavobacterium branchiophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_02166	Caldicellulosiruptor owensensis	0	0	0	0	0	0	0	0	0	0	0	0.000835109	0	0	0	0	0	0	0	0	0	0	0	0.011857919	0	0.000626863	0.002452632	0.011131913	0.002363432	0.000365707
