#mOTU	consensus_taxonomy	S_Normal_025_008M	S_Normal_025_17M	S_Normal_025_34M	S_Normal_025_068M	S_Normal_025_102M	S_Normal_050_008M	S_Normal_050_17M	S_Normal_050_34M	S_Normal_050_068M	S_Normal_050_102M	S_Normal_100_008M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_100_068M	S_Normal_100_102M	S_Normal_150_008M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_150_068M	S_Normal_150_102M	S_Normal_200_008M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_200_068M	S_Normal_200_102M	S_Normal_400_008M	S_Normal_400_17M	S_Normal_400_34M	S_Normal_400_068M	S_Normal_400_102M
ref_mOTU_v3_02933	Vibrio breoganii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476931	0	0	0	0	0.000669258	0	0.000540243	0	0	0	0.003251595	0	0	0.000236938
ref_mOTU_v3_11480	Neomicrococcus aestuarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038562086	0	0	0.000297721	0.00089487	0	0	0	0	0.006883442	0.000423682	0	0	0
ref_mOTU_v3_07012	Propionibacterium acidifaciens	0	0.005473238	0	0	0	0.023296987	0	0.02066042	0	0	0	0	0	0	0	0.010220138	0	0	0	0	0	0	0	0	0	0	0	0.008230276	0.001062494	0.003029419
ref_mOTU_v3_11482	Chryseobacterium piperi	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012619411	0	0	0	0	0	0	0	0	0	0	0	0	0.011472127	0.000751105	0	0
ref_mOTU_v3_01272	Mycobacterium mantenii	0.155518029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005225917	0	0.009282574	0	0	0	0	0	0	0.016644464	0.004406338	0.00333747	0.000668523	0	0.000140469
ref_mOTU_v3_11487	Sphingobacterium psychroaquaticum	0	0	0	0	0	0	0	0	0	0	0	0	0.000687249	0	0	0.002646516	0	0	0	0	0	0	0	0.003759102	0	0	0	0.00302192	0	0
ref_mOTU_v3_11500	Roseicitreum antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110597	0.001354395	0	0	0	0.001665614	0.000433064
ref_mOTU_v3_11519	Luteipulveratus mongoliensis	0	0	0	0	0	0	0	0	0	0	0	0.002111003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00078543	0	0.00096432	0	0.001075638
ref_mOTU_v3_11520	Corynebacterium mustelae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002171826	0	0	0	0.005043137	0	0	0	0.010131253	0	0	0.000421598	0	0.000479136	0.001288404	0
ref_mOTU_v3_07439	Corynebacterium maris	0	0	0	0	0	0	0	0	0	0.014803578	0	0	0	0	0	0	0	0	0.013096221	0	0	0	0	0.000139277	0.001663974	0	0.003741861	0	0.005586862	0
ref_mOTU_v3_06188	Polynucleobacter asymbioticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005678421	0	0	0	0	0	0.007918668	0	0	0	0	0	0.001833505	0	0	0	0
ref_mOTU_v3_02793	Prevotella fusca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006001935	0.003230014	0	0.00031956	0	0	0.001464358	0	0	0	0	0.000410942	0	0.001207891	0.001605343
ref_mOTU_v3_02794	Prevotella scopos	0	0	0	0	0	0	0	0	0	0	0	0	0.000477885	0	0	0	0	0	0	0	0	0	0	0.000882879	0	0	0.000907422	0	0	0
ref_mOTU_v3_05102	Mycobacterium paraseoulense	0	0	0	0	0	0	0	0	0.016472918	0.014295651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006205163
ref_mOTU_v3_12180	Ignavibacterium album	0	0	0	0	0	0	0	0	0	0	0.004057275	0.075959997	0	0	0.004377058	0.002317836	0	0	0	0	0	0	0.003796431	0	0	0.000430853	0	0.002241656	0	0
ref_mOTU_v3_11600	Allofrancisella guangzhouensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036532692	0	0.003399321	0	0	0.008031563	0	0	0	0	0	0.000501921	0	0.00132001	0.000765383	0.000260103
ref_mOTU_v3_00983	Neisseria wadsworthii	0	0	0	0	0	0	0.004490568	0	0	0	0	0	0	0	0	0	0	0	0.000712773	0	0	0	0	0	0	0.00232631	0.002229665	0	0	0
ref_mOTU_v3_06399	Christensenella minuta	0	0	0	0	0	0	0	0	0	0	0.027291561	0	0	0	0	0	0	0	0	0.007386023	0	0	0.013297127	0	0.000969037	0	0.000193547	0.001639908	0	0
ref_mOTU_v3_11641	Vagococcus penaei	0	0	0	0	0	0	0	0	0	0.023066424	0	0.003764209	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000854146	0.000732613	0	0	0.000992966
ref_mOTU_v3_04449	Bifidobacterium actinocoloniiforme	0	0.052805811	0	0	0	0	0	0	0	0	0.001841676	0	0	0.006369941	0	0.010165541	0.00440367	0	0	0	0	0.001205269	0	0	0.002004183	0	0.001538935	0.002856323	0	0.002054789
ref_mOTU_v3_01500	Neisseria sp. oral taxon 014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80E-05	0	0	0	0	3.63E-05	0	0	0	0	0
ref_mOTU_v3_11669	Paenalcaligenes hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02927407	0	0.012247017	0	0	0	0	0	0	0	0.008779402	0.00294081	0	0.005547903	0
ref_mOTU_v3_02807	Sulfuricella denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006968525	0.002662461	0	0	0	0	0.0003528	0.00078899	0	0.000549601	0.001866013
ref_mOTU_v3_00012	Chryseobacterium arthrosphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001368305	0	0	0	0.000872866	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_11698	Methylocystis bryophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002261079	0	0.001203009	0	0.000798137	0	0	0	0
ref_mOTU_v3_03071	Pandoraea vervacti	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004163507	0	0	0.004137851	0	0	0.001921868	0.000411922	0	0	0	0	0.001590448	0	0	0	0
ref_mOTU_v3_03072	Pandoraea faecigallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003469184	0	0	0.004569139	0	0	0	0	0.001083727	0.00219918	0	0	0.00182016
ref_mOTU_v3_11706	Halanaerobium hydrogeniformans	0	0.00852857	0	0	0	0	0	0.010927154	0	0	0	0.021934666	0	0	0	0	0	0	0	0	0	0	0	0	0.000778859	0	0.000479131	0	0.001290783	0.000925379
ref_mOTU_v3_11772	Flavobacterium haoranii	0	0	0	0	0	0	0	0	0	0.010057929	0	0	0	0	0	0	0.000651516	0	0	0.003248058	0	0	0	0	0	0.011185559	0.0008941	0.000807811	0	0
ref_mOTU_v3_02612	Mycobacterium marseillense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000716727	0	0	0	0	0	0	0.000489648	0.001020946
ref_mOTU_v3_06428	Jeotgalibaca dankookensis	0	0	0	0	0	0	0	0	0	0.048214131	0	0	0	0.001801957	0.010130694	0.002457052	0.003880882	0	0	0.002576941	0	0.005008811	0	0	0	0.002857522	0	0	0	0.000218276
ref_mOTU_v3_01073	Capnocytophaga sp. oral taxon 326	0	0	0	0	0.000385966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200722	0	0.000442775	0	0	0	0.000892418	0	0	0	0
ref_mOTU_v3_11843	Oceanicoccus sagamiensis	0	0	0	0	0	0	0	0.003265778	0.012033776	0	0	0	0	0	0	0	0	0	0.003284392	0.011660249	0.028890217	0.008522944	0.00036331	0	0	0	0.00135313	0.000716727	0.001195724	0
ref_mOTU_v3_02165	Caldicellulosiruptor obsidiansis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012135466	0.000297289	0	0.001444319	0.000215891
ref_mOTU_v3_07436	Sulfuritalea hydrogenivorans	0	0	0	0	0	0	0	0	0	0	0.004749569	0	0	0.004198571	0	0.005452513	0.003397402	0.0060627	0	0	0.001887527	0	0	0	0	0.001706126	0.001844953	0	0.00161218	0
ref_mOTU_v3_11888	Methylophaga nitratireducenticrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006281388	0	0	0	0	0	0.006409145	0	0.000810157	0	0	0	0	0	0	0
ref_mOTU_v3_11889	Methylophaga frappieri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006444716	0.007801537	0	0	0.039064616	0.000535079	0	0.000578563	0	0.000947431	0.00329555	0.001520342	0.000443952	0.000530077	0
ref_mOTU_v3_03510	Weissella ceti	0	0	0	0.106411872	0	0	0	0	0	0	0.00789194	0	0	0	0	0.00766311	0.003337372	0	0	0	0	0	0	0	0	0.001729516	0	0	0.001518607	0.002152161
ref_mOTU_v3_08341	Siansivirga zeaxanthinifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000465835	0	0	0	0	0	0.002481135	0	0	0.001390479	0	0	0.000682497
ref_mOTU_v3_06019	Kibdelosporangium phytohabitans	0	0	0	0	0	0.045426522	0	0	0	0	0	0	0	0	0	0.008969432	0	0	0	0	0	0	0	0.001517221	0	0.000440006	0.000410374	0.004232991	0.003666769	0
ref_mOTU_v3_11976	Gemmatirosa kalamazoonesis	0	0	0	0	0	0	0	0	0	0	0.029270378	0	0	0	0	0	0.023953109	0	0.001939508	0	0	0.003835664	0	0	0	0	0.000668264	0	0.00188778	0.000934687
ref_mOTU_v3_00419	Herbaspirillum huttiense [Herbaspirillum sp. GW103/Herbaspirillum huttiense]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000031778	2.14E-05	1.97E-05
ref_mOTU_v3_11122	Terriglobus saanensis	0	0.070505158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004120668	0	0	0	0	0	0	0	0	0	0	0	0.006231511	0.002314234	0.002394508
ref_mOTU_v3_03848	Mageeibacillus indolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00440967	0	0	0	0.023794195	0	0	0	0	0	0.006058082	0.002079509	0	0.000838541	0
ref_mOTU_v3_11678	Desulfosporosinus acidiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011342352	0	0	0	0.001155417	0.001083545
ref_mOTU_v3_12055	Minicystis rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000669258	0	0	0	0	0	0	0.006864458	0.000556044	0.001211214
ref_mOTU_v3_12066	Microbacterium sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001861477	0.004814497	0	0	0	0	0	0.000976768	0	0	0	0.001169194	0	0.004748719	0
ref_mOTU_v3_04240	Caldanaerobacter subterraneus	0	0	0	0	0	0	0	0	0	0.001122449	0.010126056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149606
ref_mOTU_v3_12085	Kangiella geojedonensis	0	0	0	0	0	0.037761938	0	0	0	0	0	0	0.027773139	0	0	0.002128553	0.001868415	0	0	0	0	0	0	0	0.003571934	0.000965148	0	0.002753829	0.00202713	0.000142679
ref_mOTU_v3_12108	Sandaracinus amylolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_11696	Desulfurispirillum indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013201875	0	0	0	0.001152702	0.001920164	0	0
ref_mOTU_v3_04725	Marinomonas posidonica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002854311	0	0	0	0.018837028	0	0	0.004162798	0	0	0.004429626	0.005640272	0	0	0	0
ref_mOTU_v3_00498	Rhizobacter gummiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00370441	0	0.000896987	0	0	0	0.001198135
ref_mOTU_v3_02832	Paraburkholderia sprentiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004012042	0	0.003681824	0	0	0	0	0	0	0	0	0.000397027	0	0	0	0	0.000689676
ref_mOTU_v3_03876	Deinococcus wulumuqiensis	0	0	0	0	0	0	0	0	0	0.019877298	0	0	0	0	0	0	0.00104453	0	0	0	0	0	0	0	0.004354161	0.001190698	0	0	0	0.001149654
ref_mOTU_v3_12210	Polymorphum gilvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001137826	0	0.000905041	0.002278716
ref_mOTU_v3_06487	Polaribacter reichenbachii	0	0	0	0	0	0	0.046938221	0	0	0	0	0.001998488	0	0	0	0	0	0	0	0.004074234	0.001414805	0	0	0.010669619	0	0.000493443	0.002225972	0	0	0
ref_mOTU_v3_11716	Fimbriimonas ginsengisoli	0	0	0	0	0	0	0	0	0	0	0.016233396	0	0	0	0.003895356	0	0.00076161	0	0	0	0	0	0.000927212	0.001834841	0	0.001184262	0.000628465	0	0	0.0009634
ref_mOTU_v3_11980	Corynebacterium nuruki	0	0	0	0	0	0	0	0	0	0	0	0	0.004836095	0	0	0	0	0	0	0	0.024015592	0.011182501	0	0	0	0.002569189	0.000873922	0	0	0
ref_mOTU_v3_01220	Planococcus plakortidis	0	0	0.137722805	0	0	0	0	0	0	0	0	0	0	0	0.007395153	0	0.006279025	0	0	0	0	0	0	0	0	0.004441078	0.005801788	0	0	0
ref_mOTU_v3_06570	Corynebacterium epidermidicanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007432546	0	0	0	0	0.005294915	0.004434557	0	0	0	0	0	0.000864505	0.000640047	0.001898142	0.000780327
ref_mOTU_v3_11728	Methylotenera versatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001509579	0.000718585	0.001754399	0.002241244	0.000870246
ref_mOTU_v3_01494	Morococcus cerebrosus [Morococcus cerebrosus/Neisseria sp. HMSC03D10/Neisseria sp. HMSC071C03/Neisseria sp. HMSC073B07/Neisseria sp. HMSC071B12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.44E-05	0	0	0	0	0	0	0	0	0.000021961	0
ref_mOTU_v3_06589	Corynebacterium uterequi	0	0	0	0	0	0	0.002259694	0	0	0	0	0	0	0	0	0	0	0	0.003368416	0.001511786	0	0	0	0.002831411	0.007698351	0	0	0	0	0
ref_mOTU_v3_06602	Thiolapillus brandeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000727594	0	0	0.001663043	0.002360566	0	0.002831609
ref_mOTU_v3_01654	Acetobacter persici	0	0	0	0	0	0	0.024458432	0	0.003049312	0.008446388	0	0	0	0	0	0	0	0.026604433	0	0	0.004770068	0.00164422	0.003242593	0	0	0	0.006112681	0.001605004	0	0
ref_mOTU_v3_01722	Lonsdalea britannica	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008581562	0	0	0.002620877	0	0	0	0	0.000603896	0	0	0.001729017	0	0	0	0.005363706	0.000511947
ref_mOTU_v3_00396	Chromobacterium vaccinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000906044	0.004360928	0.001822191	0
ref_mOTU_v3_01930	Brenneria goodwinii	0	0.007664925	0	0	0	0	0	0	0	0	0	0	0	0	0.001215721	0	0	0	0	0	0	0	0.000992962	0	0	0	0	0.001540894	0.002347171	0
ref_mOTU_v3_06698	Cruoricaptor ignavus	0	0	0	0	0	0	0	0.117519914	0	0	0	0	0	0	0	0	0	0	0	0	0.000939536	0	0.002555198	0.010821578	0.000200703	0.00043341	0.002390085	0	0	0.003751111
ref_mOTU_v3_01293	Rhizobium grahamii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004556948	0	0.003558451	0	0.000515212	0.005583536	0.001331482	0
ref_mOTU_v3_06372	Corynebacterium doosanense	0	0	0	0	0	0	0	0	0.009045778	0	0	0	0.006080856	0	0	0.0100999	0	0.01091281	0.00138342	0	0.068521612	0	0	0	0	0	0	0.002053815	0	0.002106935
ref_mOTU_v3_08600	Magnetococcus marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001519774	0	0.006975756	0	0	0.003023103	0.001831852	0	0	0
ref_mOTU_v3_07306	Melioribacter roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006544112	0	0	0.000983584	0	0	0	0.034013178	0.006297925	0.000553714	0.001005395	0	0.000648981
ref_mOTU_v3_02598	Gordonia phthalatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006011252	0	0	0	0.00053016	0.016087244	0	0	0
ref_mOTU_v3_01377	Leptospira mayottensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004905619	0	0	0	0	0	0.001256811	0	0	0	0.002685741	0	0.002723528	0.008082583	0	0
ref_mOTU_v3_07180	Chryseobacterium taihuense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001622512	0	0	0	0.005139682	0	0.013657496	0	0	0	0.001158749	0	0	0
ref_mOTU_v3_07188	Kangiella sediminilitoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003426201	0	0	0.006480237	0	0	0	0.001074066	0	0	0
ref_mOTU_v3_00059	Cronobacter condimenti	0	0	0	0	0.029043658	0.008894173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000459438	0	0.002687783	0.0003312	0	0.000556962	0.001179044
ref_mOTU_v3_02828	Draconibacterium orientale	0	0	0	0	0	0	0.008379465	0	0	0	0	0	0	0	0	0.006808041	0.00093505	0	0.005778116	0	0	0	0.000418193	0	0.002775942	0.002756686	0	0	0.000972493	0
ref_mOTU_v3_07262	Niabella ginsenosidivorans	0	0	0	0	0	0	0	0	0	0	0.021770107	0	0	0	0	0	0	0	0	0.01837008	0	0	0	0	0	0	0	0.000579163	0.006237709	0
ref_mOTU_v3_11644	Komagataeibacter medellinensis	0	0	0	0	0	0	0	0	0	0	0.001904206	0	0.04116755	0	0	0	0.003350207	0	0	0	0.006119212	0.00295316	0	0	0	0.000435997	0	0.002076563	0	0.000626714
ref_mOTU_v3_02913	Halomonas huangheensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00686171	0	0	0	0	0	0	0	0.002410679	0.001318837	0	0
ref_mOTU_v3_07269	Spirosoma montaniterrae	0	0	0	0	0	0	0	0	0	0	0.003670146	0	0	0	0	0	0	0	0	0	0.005168059	0	0	0	0.001854423	0.001659761	0.002607411	0	0.001329578	0
ref_mOTU_v3_07281	Deinococcus puniceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002964402	0	0	0.0029609	0	0.000366459	0.003262249	0
ref_mOTU_v3_07301	Ferriphaselus amnicola	0.072870135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002025578	0	0	0	0.002850879	0	0	0.003942398	0.003936018	0.003252366	0	0.000671545	0	0
ref_mOTU_v3_03000	Gilliamella apicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002320324	0	0	0	0	0	0.002088943	0.006588567	0	0	0	0	0	0.002887806	0.000951695	0.002636031	0
ref_mOTU_v3_07330	Cloacibacillus porcorum	0	0	0	0	0	0	0	0	0.00259189	0	0	0	0	0	0	0.007423441	0	0	0	0	0	0	0	0	0	0.000687337	0	0	0.000313057	0
ref_mOTU_v3_03122	Celeribacter indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069884	0	0	0	0	0	0	0	0	0	0.007312981	0.00098087	0.000721502	0	0.001324266	0
ref_mOTU_v3_00807	Planococcus halocryophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001688904	0	0	0	0	0	0	0.003087263	0	0	0.003551914	0	0	0	0	0	0
ref_mOTU_v3_11083	Octadecabacter antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0.000354762	0	0.003265571	0	0	0.004873944	0	0.007695077	0	0	0	0	0	0	0	0	0	0.000733984
ref_mOTU_v3_03316	Corynebacterium humireducens	0	0	0	0	0	0	0	0	0	0	0.001648906	0	0	0	0	0	0	0.003346572	0	0	0	0	0	0	0	0.000793799	0	0.000534973	0.000818461	0
ref_mOTU_v3_08300	Corynebacterium frankenforstense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012204178	0	0	0	0	0	0	0.019756501	0.001474616	0.001230331	0	0.000996352	0
ref_mOTU_v3_08167	Corynebacterium lactis	0	0	0	0	0	0	0	0	0.03457986	0	0.003598633	0	0	0	0	0	0	0	0.000995084	0	0	0	0	0.000508904	0	0	0.000502575	0	0	0.001732038
ref_mOTU_v3_07498	Pseudorhodoplanes sinuspersici	0	0	0	0	0	0	0	0	0	0	0	0.001747308	0	0	0	0	0	0	0	0	0.011175571	0	0	0	0	0	0.004206673	0	0.001370029	0.001088088
ref_mOTU_v3_03527	Campylobacter iguaniorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001248477	0	0	0	0	0	0	0	0	0	0	0	0.001471166	0.000441269	0	0.000521957
ref_mOTU_v3_07553	Pseudohongiella spirulinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006439594	0	0	0	0	0	0	0.001412736	0.000714636	0	0	0
ref_mOTU_v3_07764	Frischella perrara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004675895	0	0.000885503	0	0	0	0	0	0	0	0	0.001028675	0	0.00271225	0.001209352
ref_mOTU_v3_01228	Bradyrhizobium icense	0	0	0	0.027040681	0.014514487	0	0	0	0	0	0	0	0	0	0	0.018867404	0	0	0	0.034382075	0	0.003331564	0	0	0	0.002363337	0	0	0.003617413	0.00029083
ref_mOTU_v3_01488	Photobacterium gaetbulicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004350008	0.001744163	0	0	0	0.007517887	0	0	0	0	0	0.001102704	0	0	0
ref_mOTU_v3_11936	Thermodesulfobacterium geofontis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011134711	0	0.001312814	0.008423377	0	0	0.000480083
ref_mOTU_v3_03928	Intestinimonas butyriciproducens [Intestinimonas butyriciproducens/uncultured Clostridium sp.]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693875	0.002377036	0.000664504	0.003236449
ref_mOTU_v3_03028	Myxococcus hansupus	0	0	0	0	0	0	0.002191825	0	0.016994154	0	0.005749273	0.003357911	0	0	0	0	0	0.003606936	0	0	0	0	0	0	0	0	0	0	0	0
ref_mOTU_v3_00810	Planococcus versutus	0	0	0	0	0	0.073849094	0	0	0	0	0	0	0	0	0	0	0	0.018156317	0	0	0	0.001412723	0	0	0	0.000936276	0	0	0.001694999	0.00050244
ref_mOTU_v3_07905	Salinispira pacifica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000919204	0.002186932	0.00083942	0	0	0	0
ref_mOTU_v3_07906	Kiritimatiella glycovorans	0.041956773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000460951	0	0	0	0
ref_mOTU_v3_07907	Salinivirga cyanobacteriivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003801299	0	0.008320259	0.000754287	0	0.002575891
ref_mOTU_v3_07932	Bartonella ancashensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009082362	0	0	0	0	0.008154323	0	0	0	0	0.001116943	0	0	0.002921899	0	0	0
ref_mOTU_v3_07945	Acinetobacter equi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001447149	0	0	0	0	0	0	0	0	0.000591668
ref_mOTU_v3_07572	Spiribacter salinus	0	0	0	0	0	0.00710145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003500091	0	0	0	0	0	0.00255514	0	0	0.001761926
ref_mOTU_v3_07968	Spiribacter curvatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021356333	0	0	0	0	0	0.003218386	0	0	0	0.000541949	0.000215456	0.000624348	0.002053514
ref_mOTU_v3_02034	Pseudoalteromonas piratica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001800555	0	0	0.000681346	0.012585534	0	0	0	0.007658194	0	0	0	0	0.00042567	0	0
ref_mOTU_v3_08018	Croceicoccus naphthovorans	0	0	0	0	0	0	0	0	0	0	0	0.012081031	0	0	0	0	0	0	0	0	0	0.001585501	0.003893535	0	0	0	0	0	0	0.003895181
ref_mOTU_v3_08060	Gemmatimonas phototrophica	0	0	0	0.023400803	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004081991	0.010410876	0	0.001244387	0	0	0	0	0.003146899	0	0	0.000940252	0
ref_mOTU_v3_08062	Spirosoma radiotolerans	0	0	0.005746394	0	0	0	0	0	0	0	0	0	0	0	0.001315276	0	0	0	0	0	0	0	0.004687368	0	0	0.001937122	0.002780168	0.011494021	0	0
ref_mOTU_v3_04220	Vibrio panuliri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137877	0.002367216	0.00036885	0.006578277	0	0	0.007636391
ref_mOTU_v3_08093	Methyloceanibacter caenitepidi	0	0	0	0	0	0	0.00499288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002882246	0	0	0	0.000682375
ref_mOTU_v3_08113	Paludisphaera borealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002127296	0	0.001073283	0.026940638	0.01734297	0	0	0	0.00158592	0	0.002252425	0.001868351
ref_mOTU_v3_08122	Vulgatibacter incomptus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208232	0	0	0	0.000797912	0.005180955	0.001186607	0.004343517	0
ref_mOTU_v3_08123	Labilithrix luteola	0	0	0	0	0	0	0	0	0	0	0.002199792	0	0	0	0	0	0	0	0	0	0	0.001834482	0	0.000402872	0	0.0004627	0.002023869	0.002762937	0.012895008	0.001619573
ref_mOTU_v3_04256	Celeribacter marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016588026	0	0	0	0.00167019	0	0.030932466	0	0	0	0	0	0	0.003097802	0
ref_mOTU_v3_04276	Corynebacterium glyciniphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004548226	0	0.001193541	0	0	0	0	0.000475995	0	0.032015033	0	0	0.00107266	0.001427126	0.002262632	0
ref_mOTU_v3_12132	Corynebacterium deserti	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01339998	0	0.001656739	0	0	0	0	0	0	0	0	0	0	0.005835503	0	0.000584896	0.001283644
ref_mOTU_v3_08171	Endomicrobium proavitum	0	0	0	0	0	0.024700611	0	0	0	0	0	0	0.006075664	0	0	0.033192189	0	0	0	0	0	0.002049355	0	0	0.00181748	0	0.003080688	0	0	0.000469514
ref_mOTU_v3_08212	Hymenobacter sedentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002528677	0	0	0	0	0	0	0	0	0	0	0	0.001708251
ref_mOTU_v3_07284	Gloeobacter kilaueensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455655	0	0.010473122	0	0.002591505
