clade_name	S_Normal_025_008M_MPA4	S_Normal_025_17M_MPA4	S_Normal_025_34M_MPA4	S_Normal_025_068M_MPA4	S_Normal_025_102M_MPA4	S_Normal_050_008M_MPA4	S_Normal_050_17M_MPA4	S_Normal_050_34M_MPA4	S_Normal_050_068M_MPA4	S_Normal_050_102M_MPA4	S_Normal_100_008M_MPA4	S_Normal_100_17M_MPA4	S_Normal_100_34M_MPA4	S_Normal_100_068M_MPA4	S_Normal_100_102M_MPA4	S_Normal_150_008M_MPA4	S_Normal_150_17M_MPA4	S_Normal_150_34M_MPA4	S_Normal_150_068M_MPA4	S_Normal_150_102M_MPA4	S_Normal_200_008M_MPA4	S_Normal_200_17M_MPA4	S_Normal_200_34M_MPA4	S_Normal_200_068M_MPA4	S_Normal_200_102M_MPA4	S_Normal_400_008M_MPA4	S_Normal_400_17M_MPA4	S_Normal_400_34M_MPA4	S_Normal_400_068M_MPA4	S_Normal_400_102M_MPA4
s__Rhodoferax_antarcticus	0	0.01239	0	0	0	0	0	0.0337364	0	0	0	0	0	0	0	0	0	0	0.0054311	0	0.0085778	0	0	0	0	0	0.0051682	0.0019097	0.0038928	0
s__Rhodoferax_saidenbachensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001422	0.0020051	0	0	0.0008327	0	0	0.0014085	0.000253	0	0	0.0006677
s__Rhodoluna_lacicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026211	0	0	0	0	0	0.0059802	0	0	0	0.0012526	0.0032932	0.0013652	0	0.0032041	0
s__Rhodomicrobium_udaipurense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028044	0	0	0.0111818	0.002301	0	0	0.0004919	0.0009423	0.0037007	0.0003707	0
s__Rhodopirellula_baltica	0	0	0	0	0	0	0	0	0	0	0	0.001142	0	0.0009688	0	0	0.0044848	0	0	0	0	0.00061	0.0034863	0	0	0.0023987	0.0015728	0	0.0002661	0
s__Rhodospirillum_rubrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022257	0.0104826	0	0	0	0	0	0.005489	0	0	0	0.0030585	0.0028857	0.0008519	0
s__Rhodothermus_marinus	0	0	0	0	0.0394283	0.0037935	0	0	0	0	0	0	0	0	0	0	0.000165	0	0	0	0	0	0	0	0	0	0	0.0033591	0	0
s__Rhodovulum_sulfidophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021141	0	0	0	0	0	0	0	0	0	0.0026669	0	0.0101652	0.0016207	0
s__Rickettsia_bellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056808	0.0013984	0	0	0	0	0	0.0037671	0.0053933	0.0012457	0
s__Rickettsia_rickettsii	0	0	0	0	0.0162912	0	0	0	0	0.0109354	0	0	0	0.0040896	0.0021225	0.0036145	0.0002239	0	0.0016724	0.0041476	0.0020922	0.002985	0.0165469	0.0038474	0	0.003139	0.0008081	0.0030644	0.007637	0.0030977
s__Riemerella_anatipestifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049585	0	0	0.0206396	0	0	0	0	0	0	0	0	0	0.0036794	0
s__Robiginitalea_biformata	0	0	0	0	0	0	0	0	0.094254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032376	0.0050398	0	0	0.0036913	0
s__Roseateles_depolymerans	0	0	0	0	0	0.028314	0	0	0	0	0	0	0	0	0	0	0.0086881	0	0	0	0	0	0	0.0036391	0.0041781	0.0005858	0	0	0.0182851	0
s__Roseburia_hominis	0	0	0	0	0	0	0	0	0	0.0372369	0.0118255	0	0	0	0	0	0	0	0.0056366	0.0031023	0	0.003117	0	0	0	0.0004757	0.0004994	0	0.0025569	0.0001372
s__Roseicitreum_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010597	0.0014745	0	0	0	0.0017981	0.0004894
s__Roseiflexus_castenholzii	0	0	0	0	0	0.0101062	0	0	0	0	0	0	0	0.0113337	0	0	0	0.009077	0	0	0	0	0	0	0	0	0.0034702	0	0	0
s__Roseobacter_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187651	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059196	0.0029082
s__Roseobacter_litoralis	0	0	0	0	0	0	0	0	0	0	0.0041289	0	0	0	0	0	0	0.0017998	0	0	0.0012204	0.0043976	0	0.0029914	0	0	0	0	0.0037306	0.0005997
s__Roseomonas_gilardii	0	0	0	0	0	0	0	0	0	0	0	0	0.0052452	0	0	0	0.0167255	0.039537	0	0	0	0.0007541	0	0	0	0.0008125	0	0.0002752	0.0056658	0.001158
s__Roseovarius_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046096	0	0	0	0	0	0	0	0	0	0	0.0051581	0.0019072	0.001494	0.0005901
s__Rubinisphaera_brasiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058501	0	0	0	0	0	0.001152	0	0	0	0	0	0	0.001186
s__Rubrobacter_radiotolerans	0	0	0	0	0	0	0	0	0	0	0	0.0062893	0	0	0	0	0	0.0034625	0	0	0	0.0027464	0	0	0	0	0	0	0	0
s__Rufibacter_tibetensis	0	0.0057291	0	0	0	0	0.0911523	0	0	0	0	0	0.0015956	0	0	0.0005314	0	0.0169775	0	0	0	0.00986	0	0	0	0	0	0	0.0022457	0.0011483
s__Ruminiclostridium_cellulolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0.0058605	0	0	0	0	0.0022173	0	0	0	0	0	0	0.0022754	0	0	0	0.0005932	0.0036538
s__Saccharomonospora_viridis	0	0	0	0	0.019055	0	0	0	0.0130897	0	0	0	0	0	0	0	0.0033017	0	0	0.0270129	0	0.0013235	0	0	0.0058892	0	0.0015057	0.0023295	0	0.0037511
s__Saccharophagus_degradans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022743	0.0059662	0.001268	0	0	0	0	0.0010213	0	0
s__Saccharopolyspora_erythraea	0	0	0	0	0	0	0.2107618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072189	0	0.0026288	0	0	0.0008449
s__Saccharopolyspora_spinosa	0	0	0	0	0	0	0	0.0082072	0	0	0	0	0	0	0.0038957	0	0	0	0	0	0	0	0.0265019	0	0	0.0002412	0.0034156	0	0	0.0008934
s__Salinibacter_ruber	0	0	0	0	0.027455	0	0	0	0	0.0070049	0	0.0209613	0	0	0	0	0.0067731	0	0	0.0061753	0	0	0	0	0	0	0	0	0.003228	0
s__Salinicoccus_halodurans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019953	0	0	0	0	0	0	0	0	0	0	0
s__Salinispira_pacifica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008929	0.0022297	0.0010205	0	0	0	0
s__Salinivirga_cyanobacteriivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038409	0	0.0082377	0.0008381	0	0.0027238
s__Salmonella_bongori	0	0	0	0	0	0	0.0139285	0	0	0	0	0	0	0	0	0	0.0008849	0.0023656	0	0.0016955	0	0	0	0.0007946	0	0	0	0.0002435	0	0.0023805
s__Sandaracinus_amylolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sanguibacter_keddieii	0.1160658	0	0	0	0.0210145	0	0.0082409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001032	0	0	0	0	0.0007127	0	0
s__Scardovia_inopinata	0	0	0	0	0	0	0	0	0	0.0107598	0	0	0	0	0	0.0029406	0	0	0	0	0	0	0	0	0	0.0014134	0.0050855	0.0011355	0	0
s__Sebaldella_termitidis	0	0	0	0	0	0	0	0	0	0	0.0394053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019706	0.0006762	0	0.0005659	0
s__Sedimenticola_thiotaurini	0	0	0	0	0	0	0	0	0	0	0	0	0.0021063	0	0	0	0	0	0.0127068	0	0	0	0	0	0	0	0	0.0017477	0.0002984	0
s__Sedimentisphaera_cyanobacteriorum	0	0	0	0	0	0	0	0	0	0	0	0.0170584	0	0	0	0	0	0	0	0	0	0	0	0	0.0010484	0.011934	0	0	0.0052708	0.0017553
s__Sediminispirochaeta_bajacaliforniensis	0	0	0	0	0	0	0	0	0	0	0	0.0102674	0	0	0	0.00559	0	0	0	0	0	0	0	0.0017307	0	0	0.0003519	0.0006713	0	0
s__Segniliparus_rotundus	0	0	0	0	0	0	0.0164671	0	0	0	0	0	0	0	0.0040906	0	0.0269432	0	0	0	0	0	0	0	0	0	0.0008431	0	0	0.0006582
s__Serpentinomonas_mccroryi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000047	0	0	0	0	0	0	0
s__Serpentinomonas_raichei	0	0	0	0	0	0	0	0	0	0	0	0	0.0024735	0	0	0	0	0	0	0	0.0088193	0.002118	0.0068195	0	0	0	0	0	0	0
s__Shewanella_amazonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037919	0	0	0.0092451	0.001171	0.0006152	0.0012473	0.0004365	0
s__Shewanella_benthica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0083881	0	0	0	0	0	0.0012253	0.0026164	0	0	0.000184	0	0
s__Shewanella_decolorationis	0	0	0.0082982	0	0	0	0	0	0	0	0	0	0	0.0047902	0	0	0	0	0	0	0.0019848	0	0	0	0	0.0014549	0.0042143	0	0.0121886	0
s__Shewanella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002372	0	0	0.0018479	0.0010578	0	0.0005673	0	0	0
s__Shewanella_halifaxensis	0	0	0	0	0	0	0	0.0046121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036361	0	0	0.0013296	0	0	0.0006497	0
s__Shewanella_oneidensis	0	0	0	0	0	0	0	0	0.0103528	0	0	0	0	0	0	0	0	0	0	0.0023752	0	0.0036384	0	0	0	0	0	0.0007183	0.0060933	0.0012772
s__Shewanella_pealeana	0	0	0	0	0	0.009807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028925	0	0	0.0011468	0.0021236	0.0041781	0	0.0003023
s__Shewanella_piezotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0.021714	0	0	0	0	0	0	0	0	0	0.0029717	0	0	0	0.0044066	0.0007617	0.0034655	0
s__Shewanella_psychrophila	0	0.0252643	0	0	0	0	0	0	0	0	0	0	0.0023598	0.0023498	0	0.0028628	0	0	0	0	0	0	0	0.002816	0	0	0	0.0029306	0.0007785	0
s__Shewanella_sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040309	0	0	0	0	0	0.0005714	0.0009819
s__Shewanella_violacea	0	0	0	0	0	0.0024368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034346	0	0.0032363	0	0	0	0	0.0005027	0
s__Shewanella_woodyi	0	0	0	0	0	0	0	0.0136101	0	0	0	0	0.0190069	0	0	0	0	0	0	0	0	0.0011015	0.006075	0	0	0.0131117	0	0.0002108	0.001533	0.0037728
s__Shimwellia_blattae	0	0	0	0.0199722	0	0	0	0	0	0	0	0	0	0	0	0.0015019	0	0	0.0018548	0.0018922	0	0.0012697	0	0.0033253	0	0.0030628	0	0	0.0028969	0
s__Siansivirga_zeaxanthinifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004747	0	0	0	0	0	0.0025896	0	0	0.0018208	0	0	0.000718
s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062369	0	0	0	0	0	0	0	0	0.0076847	0.007542	0.0010682	0	0.0001534	0
s__Simiduia_agarivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053677	0
s__Simonsiella_muelleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012102	0	0	0	0	0	0.0081175	0	0	0.0017432	0.0024735	0.0118301	0.0005849	0
s__Singulisphaera_acidiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114989	0	0.0006196	0.0019097	0	0	0.006131	0.0010792	0.0004243	0.0005865	0	0.0015992
s__Sinomonas_atrocyanea	0	0	0	0	0	0	0	0	0.0071985	0	0.0075128	0	0	0	0	0	0	0	0	0	0.0140141	0	0	0	0	0.0015091	0	0	0	0
s__Sinorhizobium_americanum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028274	0	0	0	0	0	0	0	0	0	0	0	0.0024374	0.0028199	0.0005436
s__Slackia_heliotrinireducens	0	0	0	0	0	0	0	0	0	0	0	0	0.0516748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0070518	0.000886	0	0.0513614
s__Sneathia_amnii	0	0	0	0	0	0	0	0	0	0	0	0	0.0068274	0	0	0	0	0.0008456	0	0	0	0.0040116	0	0	0	0.0048681	0	0	0	0
s__Solitalea_canadensis	0	0	0	0	0	0	0	0	0	0.0038185	0.0043201	0	0	0	0	0	0.0014795	0.0636036	0	0.0048724	0	0	0	0	0	0	0	0	0.0024558	0.0091218
s__Sphaerotilus_natans	0.0286632	0	0	0	0	0.0239056	0	0	0	0	0.0227565	0	0.0104299	0	0	0	0.0006783	0	0	0	0.0068553	0.0025312	0	0	0	0	0	0.0128357	0.0036834	0.0018852
s__Sphingobacterium_psychroaquaticum	0	0	0	0	0	0	0	0	0	0	0	0	0.0008485	0	0	0.0028665	0	0	0	0	0	0	0	0.0040028	0	0	0	0.0028455	0	0
s__Sphingobium_chlorophenolicum	0.030599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035438	0	0	0	0
s__Sphingobium_cloacae	0	0	0	0	0.0626647	0	0	0	0.0232048	0	0	0.0025833	0	0	0	0	0.0206799	0	0	0	0	0	0	0.0055005	0	0.0007159	0	0	0.0014195	0.0009949
s__Sphingobium_herbicidovorans	0	0	0	0	0.0160292	0	0	0	0	0.0837207	0	0	0	0.0065309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007157	0.0014128
s__Sphingomonas_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019174	0.0016391	0	0.0081646
s__Sphingomonas_panacis	0	0	0	0	0	0.0433088	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131303	0	0	0	0	0	0	0	0	0.0009539	0
s__Sphingopyxis_alaskensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041513	0	0	0.005166	0	0	0.0031921	0	0	0	0	0.0011249	0	0	0.0018008
s__Sphingopyxis_fribergensis	0	0	0	0	0.2334463	0	0	0	0.0065711	0	0	0	0	0	0.0019818	0.0095932	0	0.0017708	0	0	0.0058856	0	0	0	0	0	0	0.000932	0	0
s__Spiribacter_curvatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223197	0	0	0	0	0	0.0034832	0	0	0	0.0006279	0.0001888	0.0006794	0.002126
s__Spiribacter_salinus	0	0	0	0	0	0.0073095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032319	0	0	0	0	0	0.0022375	0	0	0.0018793
s__Spiroplasma_chrysopicola	0	0	0	0	0	0.0285634	0.0034167	0	0	0	0	0	0	0	0	0	0	0	0	0.0009464	0.0094546	0	0	0	0	0.0013282	0.0029412	0	0	0.0009133
s__Spiroplasma_eriocheiris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003915	0	0	0	0	0.0023882	0	0	0.0130063	0.0019562	0	0	0.0007921	0.0005317	0
s__Spiroplasma_syrphidicola	0	0	0	0	0	0	0	0	0.1281872	0	0	0	0	0	0	0	0	0	0	0	0	0.0205062	0	0	0.003858	0	0	0.0005624	0.0018105	0
s__Spirosoma_montaniterrae	0	0	0	0	0	0	0	0	0	0	0.0034186	0	0	0	0	0	0	0	0	0	0.0052636	0	0	0	0.0018577	0.0016181	0.0023747	0	0.0014356	0
s__Spirosoma_radiotolerans	0	0	0.0059453	0	0	0	0	0	0	0	0	0	0	0	0.0013776	0	0	0	0	0	0	0	0.0044271	0	0	0.0019717	0.0029345	0.0113366	0	0
s__Stackebrandtia_nassauensis	0.035597	0	0	0	0	0	0	0	0.0028638	0	0	0.0059165	0	0	0	0	0.0112751	0	0	0.0128627	0.0113829	0	0	0.0024255	0	0	0.0002532	0.0030754	0.0007081	0.0032607
s__Stanieria_cyanosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0478639	0	0.0025881	0	0.0032002	0	0	0	0	0.0070288	0	0.0013705	0.0023574	0	0.0013109	0.001173	0
s__Staphylococcus_auricularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023868	0	0	0	0.0032273
s__Staphylococcus_hyicus	0	0	0	0	0	0	0	0	0	0	0	0.0113325	0	0	0	0	0.0023369	0	0	0	0	0	0	0	0.0057319	0	0.0003581	0	0.0021747	0
s__Staphylococcus_lutrae	0	0	0	0	0	0	0	0	0	0	0	0.002132	0.0051291	0.0398047	0	0.0109213	0	0	0	0	0	0	0	0	0.0004799	0	0	0.0016165	0	0
s__Stappia_indica	0	0	0	0	0	0.0099478	0	0	0.0052533	0	0	0	0	0	0	0	0.0276622	0	0	0	0	0	0	0	0	0.0006004	0	0.0014289	0.0006849	0
s__Starkeya_novella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010335	0	0	0	0	0.0005411
s__Stenotrophomonas_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021916	0	0.0079169	0.0063208	0.0031998	0.0028772	0	0	0	0	0	0	0.0129231	0.002976
s__Steroidobacter_denitrificans	0	0	0	0	0	0	0	0	0	0	0.0051702	0	0	0	0	0	0	0	0.0237741	0	0.0071321	0	0.0018354	0	0	0	0.0003767	0.0012627	0.0003368	0.0010918
s__Streptobacillus_moniliformis	0	0	0	0	0	0	0	0	0	0	0	0.0088434	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011885	0	0	0	0
s__Streptococcus_canis	0	0	0.0249608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278771	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_ferus	0	0	0	0	0	0.0122856	0	0	0	0	0	0	0	0	0	0.0102933	0	0	0.0007331	0.004562	0	0	0	0	0	0.0004735	0	0	0.0031796	0
s__Streptococcus_hyovaginalis	0	0	0	0	0	0	0	0	0	0.0153805	0	0	0	0	0	0	0	0.0024724	0	0.0094411	0	0	0	0	0	0	0.0019303	0.0019796	0	0
s__Streptococcus_iniae	0	0	0	0	0	0.0052085	0	0	0	0	0	0.0038152	0.0028521	0	0	0	0	0	0.0048951	0	0	0	0.0100209	0	0.0002532	0.0008361	0.0019262	0.0019069	0	0.0012566
s__Streptococcus_merionis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023096	0	0	0	0.0290207	0.0007998	0.0006341	0	0	0.0036516	0	0.0011763	0	0.0017328
s__Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0	0	0.0061373	0	0	0	0	0.0009805	0	0	0	0	0	0	0	0	0	0	0.0068553	0	0.0082615
s__Streptococcus_oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187	0	0	0	0	0	0	0.0001848	0	0.0001416	0	0.000219	0	0
s__Streptococcus_pantholopis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010579	0	0	0.0019543	0.0004964	0.0006291	0	0.0002712
s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0.0216033	0	0	0	0	0	0	0	0.003702	0	0	0	0	0	0	0.0005913	0	0.0011627	0	0	0	0.0001448	0.0024895
s__Streptococcus_parauberis	0	0.0544655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003791	0.002977	0	0.0020732
s__Streptococcus_porcinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005528	0.0006102	0	0	0	0	0	0.0022925	0	0	0	0.0035304	0
s__Streptococcus_pseudoporcinus	0	0	0	0	0	0	0	0	0	0	0	0	0.0144311	0	0	0.0016591	0	0	0	0.0163132	0.0013083	0	0.0010562	0	0.0014804	0	0.0008861	0.0021331	0.0016512	0.0031787
s__Streptococcus_pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014463	0	0	0.0043148	0	0	0	0	0	0	0.0016163	0	0	0	0	0.0006235
s__Streptococcus_sobrinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064373	0	0	0	0	0	0	0	0	0	0.0005576	0	0.0003187	0
s__Streptococcus_suis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004661	0	0	0	0	0	0	0.0124239	0	0	0.0010961	0	0	0	0
s__Streptococcus_urinalis	0	0	0.0070811	0	0	0	0	0	0	0.0094991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020822	0	0.0010428	0	0
s__Streptomyces_ambofaciens	0	0.0532319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001589	0	0	0	0	0	0.0040238	0	0	0.0010076	0.0025109	0	0.0007626	0
s__Streptomyces_clavuligerus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136288	0	0	0	0	0.0048664	0	0	0	0.000815	0	0.0034337
s__Streptomyces_glaucescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006183	0	0	0	0	0	0	0	0.0030795	0.0038273	0.0015506	0	0
s__Streptomyces_griseochromogenes	0	0	0	0	0	0	0	0.015031	0	0	0	0	0	0	0	0.0019626	0.0035411	0.0032144	0	0	0	0	0	0	0.0017816	0	0.0014086	0	0.0048494	0.0016216
s__Streptomyces_lincolnensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015469	0	0	0	0.0016408	0.0040321	0	0.0019469	0	0	0	0	0.0003194	0.0012503	0.0033004
s__Streptomyces_pactum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002613	0	0	0.0048245	0	0	0	0
s__Streptomyces_pristinaespiralis	0	0	0	0	0	0	0	0	0	0	0	0.0073138	0	0	0	0	0	0	0	0	0.0006175	0	0.0048648	0	0	0	0.002079	0.0033769	0	0.0012963
s__Streptomyces_scabiei	0	0.0298862	0.0118277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151126	0	0.0006513	0	0	0	0	0	0	0.0008018	0.000372	0.0016744	0.0005444
s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0068436	0.0025144	0	0	0	0	0.0003531	0.0006423	0	0.0005428	0.0019375
s__Sulfuricurvum_kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015125	0	0	0	0	0	0	0	0.0094669	0.0037363	0	0	0	0	0
s__Sulfurihydrogenibium_azorense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028828	0.0189998	0	0.0078187	0	0	0	0	0	0	0	0
s__Sulfurimonas_autotrophica	0	0	0	0	0	0	0	0	0	0	0.0230685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000634	0.0036001	0	0	0.0004669
s__Sulfurimonas_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164648	0	0	0	0	0.0011116	0	0	0	0.0022762	0	0	0.0108981	0.0006024
s__Sulfuritalea_hydrogenivorans	0	0	0	0	0	0	0	0	0	0	0.0045971	0	0	0.0045601	0	0.0048283	0.0040043	0.0060444	0	0	0.0016877	0	0	0	0	0.0025805	0.0017083	0	0.0015267	0
s__Sulfurospirillum_barnesii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084835	0.0153609	0.002588	0	0.0017624	0.0003093	0.0020457
s__Sulfurospirillum_deleyianum	0	0	0	0	0	0	0	0	0	0.0016306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005688	0	0
s__Sulfurospirillum_halorespirans	0	0	0	0	0	0	0	0	0	0	0.0018712	0	0	0	0.0054786	0.004685	0	0	0	0	0	0	0.0045838	0	0	0	0	0.0013537	0.0016986	0.0014405
s__Sulfurospirillum_multivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019963	0	0.0158743	0	0.0038552	0	0	0
s__Symbiobacterium_thermophilum	0	0	0	0.0341659	0	0	0	0	0	0.0031715	0	0.0044934	0	0	0	0	0	0	0	0	0	0	0.0003552	0	0	0.0011978	0	0.0068715	0.0009526	0.0021312
s__Syntrophobacter_fumaroxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023134	0	0.0027182	0.0009838	0	0.0085814	0	0	0	0	0.0005575	0	0	0.0113451	0
s__Syntrophobotulus_glycolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003195	0	0	0	0	0.0027733	0	0.001379	0.0006042
s__Syntrophomonas_wolfei	0	0	0	0	0	0.0043677	0	0	0	0.0514863	0	0.0101939	0	0	0	0	0	0	0	0	0.0011604	0	0	0	0	0	0.000405	0	0.0004769	0.0011093
s__Tannerella_forsythia	0	0	0	0	0	0	0	0	0	0.0170445	0	0	0.0073904	0	0	0	0	0	0.0108309	0	0	0	0	0.0015335	0.0033935	0.0006878	0	0.001881	0	0.0007866
s__Tatlockia_micdadei	0	0	0	0	0	0	0	0	0	0	0.0267758	0	0	0	0	0	0	0	0	0	0	0.0037629	0	0.0157656	0	0.0007162	0.0008417	0.0006722	0	0
s__Taylorella_asinigenitalis	0.0731939	0	0	0	0	0.0037979	0	0	0	0	0.0114457	0	0	0	0	0	0	0	0	0	0.0023063	0.0058733	0	0	0.012896	0	0	0	0.0015229	0.0025967
s__Taylorella_equigenitalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001164	0	0.0023576	0	0	0	0.0016573	0	0.0004099
s__Tenacibaculum_maritimum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025751	0	0	0	0	0	0	0.0181644	0	0.001117	0.0027869	0
s__Tenacibaculum_mesophilum	0	0	0	0	0	0	0	0	0	0.0151979	0	0	0	0.0010627	0	0	0	0	0.001327	0	0.00174	0	0.0049046	0	0	0.0004134	0.0032959	0	0.0007477	0
s__Tepidanaerobacter_acetatoxydans	0	0	0	0	0	0	0	0	0	0	0.0047089	0	0	0	0.0019274	0	0	0	0	0	0	0.0007322	0	0	0	0	0	0	0.0014076	0
s__Terriglobus_roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000043
s__Terriglobus_saanensis	0	0.072248	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043124	0	0	0	0	0	0	0	0	0	0	0	0.0059363	0.0022093	0.0025836
s__Tetragenococcus_halophilus	0	0	0	0	0	0	0	0	0	0	0	0.0030815	0.0062116	0.0034807	0	0	0	0	0	0	0	0	0	0	0.0022004	0.0025071	0	0	0	0
