clade_name	S_Normal_025_008M_MPA4	S_Normal_025_17M_MPA4	S_Normal_025_34M_MPA4	S_Normal_025_068M_MPA4	S_Normal_025_102M_MPA4	S_Normal_050_008M_MPA4	S_Normal_050_17M_MPA4	S_Normal_050_34M_MPA4	S_Normal_050_068M_MPA4	S_Normal_050_102M_MPA4	S_Normal_100_008M_MPA4	S_Normal_100_17M_MPA4	S_Normal_100_34M_MPA4	S_Normal_100_068M_MPA4	S_Normal_100_102M_MPA4	S_Normal_150_008M_MPA4	S_Normal_150_17M_MPA4	S_Normal_150_34M_MPA4	S_Normal_150_068M_MPA4	S_Normal_150_102M_MPA4	S_Normal_200_008M_MPA4	S_Normal_200_17M_MPA4	S_Normal_200_34M_MPA4	S_Normal_200_068M_MPA4	S_Normal_200_102M_MPA4	S_Normal_400_008M_MPA4	S_Normal_400_17M_MPA4	S_Normal_400_34M_MPA4	S_Normal_400_068M_MPA4	S_Normal_400_102M_MPA4
s__Desulfitobacterium_dichloroeliminans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003905	0	0	0	0	0	0.0024994	0.0020667	0.0068276	0	0.0006384	0	0
s__Desulfocapsa_sulfexigens	0.0486607	0	0	0	0	0	0	0	0	0	0.0030506	0	0	0	0	0	0.0011847	0	0	0.0025629	0	0	0	0.0130067	0.0013238	0.0010412	0	0	0	0
s__Desulfococcus_multivorans	0	0	0	0	0	0	0	0	0	0.0071049	0	0	0	0	0	0	0	0	0	0.0133855	0.0036961	0	0	0	0	0.0049523	0	0.0025458	0	0
s__Desulfocurvibacter_africanus	0	0	0	0	0	0	0	0	0	0	0.0061733	0	0.0010286	0	0	0	0	0	0	0	0	0	0.0007254	0	0	0	0.0002358	0	0	0
s__Desulfofarcimen_acetoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018838	0	0.002566	0	0	0	0	0	0.0001025	0	0	0.0003547	0
s__Desulfohalobium_retbaense	0	0	0	0	0	0	0.0258675	0	0	0	0	0	0.0061103	0	0.0146396	0	0.0027679	0	0	0	0.0041402	0	0	0	0	0.0041276	0	0	0.0092934	0
s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	0	0	0	0	0	0.0408159	0	0.0043326	0.0007384	0	0	0	0	0.0009374	0	0.0055613	0	0.0010285	0.0053704	0	0	0.0035396	0.0025144
s__Desulfomicrobium_orale	0	0	0	0	0	0	0	0	0	0	0	0	0.0144443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0	0	0	0	0.0212534	0	0	0.0082609	0	0	0	0	0	0	0	0	0.0012037	0.0002775	0	0.0016271	0.0005676	0
s__Desulfosporosinus_acidiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111093	0	0	0	0.0011365	0.0010855
s__Desulfosporosinus_meridiei	0	0	0	0	0	0	0	0	0	0	0.0092628	0	0	0	0	0	0	0	0	0	0	0	0	0.0040691	0	0.0001644	0.001413	0.0007775	0.0065898	0
s__Desulfosporosinus_orientis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007951	0	0	0	0	0	0.0025225	0.0033437	0.0097433
s__Desulfotalea_psychrophila	0	0	0	0	0	0	0.0244815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010957	0	0	0.0012112
s__Desulfotomaculum_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004978	0	0	0	0	0.005812	0.0003206	0	0	0.0029944	0.0040661	0.0001019	0.0026929	0	0.0023658	0
s__Desulfotomaculum_nigrificans	0	0	0	0	0	0	0	0.0061062	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091084	0	0	0	0.0018702	0	0.0017961	0	0
s__Desulfotomaculum_reducens	0	0	0	0	0	0	0	0	0	0	0	0.0083521	0	0	0	0	0	0	0	0	0	0.001176	0	0.0017272	0	0	0.0013178	0	0	0.0055641
s__Desulfotomaculum_ruminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024827	0.0007552	0.0065646	0	0
s__Desulfovibrio_piger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032036	0	0	0
s__Desulfurispirillum_indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131062	0	0	0	0.0014221	0.0021683	0	0
s__Desulfurivibrio_alkaliphilus	0	0	0	0	0	0.0338641	0	0	0	0.0017632	0	0	0	0.0106337	0	0	0	0.0201623	0	0	0	0.003021	0.000492	0	0	0	0	0.0059914	0.0062914	0.00023
s__Desulfurobacterium_thermolithotrophum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001566	0	0.0047781	0	0	0.0011831	0	0	0.0016916	0
s__Dichelobacter_nodosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0240996	0.0024351	0	0	0	0.0032216	0.0035621	0	0.0035231	0.0012935	0.0018377	0.000803	0.0003384
s__Dickeya_dianthicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043647	0	0	0	0	0.0023339	0	0	0	0	0.000926	0	0	0	0.0003799
s__Dickeya_paradisiaca	0	0	0	0	0	0	0.0142385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Dictyoglomus_thermophilum	0	0	0	0	0.1325391	0	0	0	0	0	0	0	0	0	0	0	0	0.0026642	0.0114428	0	0	0	0	0	0.0068914	0	0.002729	0.0015298	0	0.0003927
s__Dietzia_timorensis	0	0	0	0	0.0264179	0	0	0.0041952	0	0	0	0	0	0.0373242	0	0	0	0	0	0	0	0.0065397	0	0	0.0005694	0	0.0151494	0	0	0
s__Dinoroseobacter_shibae	0	0	0	0	0	0	0	0	0	0	0	0.007545	0.0107646	0	0	0	0	0	0	0	0	0	0	0	0	0.0051697	0	0.0020823	0	0
s__Dokdonella_koreensis	0	0	0	0	0	0	0	0	0	0	0.0239976	0	0	0.0033816	0	0	0	0	0	0	0.0026489	0	0	0	0	0.0014335	0.0013416	0.0014854	0	0
s__Dolosigranulum_pigrum	0	0	0	0	0	0	0	0.001924	0	0	0	0	0	0	0	0.006639	0	0.0028622	0	0	0.0038207	0	0.0032138	0.0034778	0.0025596	0.0124514	0.0067745	0.0014388	0	0
s__Draconibacterium_orientale	0	0	0	0	0	0	0.0087855	0	0	0	0	0	0	0	0	0.0065265	0.0008813	0	0.0062439	0	0	0	0.0003744	0	0.0028917	0.0023992	0	0	0.0009055	0
s__Dyadobacter_fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030664	0	0	0	0	0.0067407	0	0	0	0	0.0260003	0	0	0.0028986	0
s__Echinicola_vietnamensis	0	0	0	0	0	0	0	0	0.0062265	0	0	0	0	0	0.0053079	0	0	0	0.0121935	0	0	0	0.0069433	0.0004062	0	0.0030584	0	0	0	0.0044485
s__Edwardsiella_hoshinae	0	0	0	0	0	0	0	0	0	0	0.0134134	0	0.0022847	0	0	0	0	0	0.0068304	0	0	0	0	0	0	0.0015469	0	0.0001095	0	0
s__Ehrlichia_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030154	0.007195	0	0.0090159	0	0	0
s__Ehrlichia_chaffeensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027062	0	0	0.0050803	0	0	0	0	0	0	0.0017712	0
s__Ehrlichia_ruminantium	0	0	0	0	0	0	0	0	0	0	0	0.0123708	0	0.0026931	0	0	0	0	0	0	0	0.0005584	0	0.001631	0	0.0021569	0	0.0034924	0.0016159	0
s__Elizabethkingia_meningoseptica	0	0	0	0	0	0.0266482	0	0.0175229	0	0	0	0	0.0419286	0	0	0	0	0	0	0.0015015	0	0	0.0069879	0.0030033	0.0058421	0	0.0034028	0	0	0
s__Elusimicrobium_minutum	0	0	0	0	0	0	0	0	0	0	0	0	0.0062763	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114783	0.0004807	0	0
s__Endomicrobium_proavitum	0	0	0	0	0	0.0264671	0	0	0	0	0	0	0.0053819	0	0	0.0337131	0	0	0	0	0	0.0020785	0	0	0.0018095	0	0.0033648	0	0	0.0005095
s__Erwinia_amylovora	0	0	0	0	0	0	0	0	0.0146042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004274	0	0.002155	0	0.0007867
s__Erwinia_persicina	0	0	0	0	0.027323	0	0	0	0	0	0	0	0	0	0	0	0.0131568	0	0	0	0	0	0	0	0.0025076	0	0.0009454	0	0.0004681	0.0003121
s__Erwinia_tasmaniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076982	0	0	0	0	0	0	0	0	0.002347	0	0	0	0	0	0.001484	0.0009
s__Erysipelothrix_larvae	0	0	0.0414899	0	0.0434685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022573	0.0026337	0	0	0	0.012253	0	0.019216	0.0011246	0	0.0005642
s__Erysipelothrix_rhusiopathiae	0	0	0	0	0	0	0	0	0	0	0	0.0170679	0	0	0	0	0	0	0	0	0	0	0	0	0.0001702	0	0	0	0	0
s__Ethanoligenens_harbinense	0	0	0	0	0	0	0	0	0	0	0	0.0164082	0	0	0	0	0	0	0.0067288	0	0	0	0	0.0099421	0	0	0.0037189	0	0.0008867	0.0025347
s__Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0.0025866	0	0.0021146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008573	0	0.0023331
s__Ewingella_americana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022828	0.0054289	0	0	0.005552	0	0.0007364	0.0021713	0.0008281	0.0136486	0.0018334
s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0.006068	0	0	0	0	0	0	0	0	0	0	0.0110884	0	0	0	0.0037223	0	0	0	0.0018054	0.0034076	0.002014	0	0.0132617
s__Faecalibaculum_rodentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012233	0.0203837	0	0	0.0033418	0.0003853	0.0009706	0	0
s__Ferrimonas_balearica	0	0.0161163	0	0	0	0.031217	0	0	0	0	0	0	0	0	0	0	0	0	0.0063516	0	0.0004121	0.003938	0.0009257	0	0	0	0.0008587	0	0	0
s__Ferriphaselus_amnicola	0.0720085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021932	0	0	0	0.0018818	0	0	0.0040977	0.004002	0.0031779	0	0.0006084	0	0
s__Fibrobacter_succinogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017036	0.0124544	0	0	0	0
s__Filifactor_alocis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019909	0	0	0	0.0011221	0	0	0.0028201	0.002454	0	0	0	0.0003797	0.0041908	0	0.0010796
s__Filimonas_lacunae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097935	0	0.0015799	0	0	0	0	0.0017091	0	0	0	0	0.0031795
s__Fimbriimonas_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0.0157751	0	0	0	0.0039836	0	0.0010247	0	0	0	0	0	0.0009299	0.0017341	0	0.00116	0.0007859	0	0	0.0010408
s__Flavobacterium_branchiophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Flavobacterium_columnare	0	0.0068105	0	0.0476073	0	0	0	0	0	0	0	0	0	0.0008165	0	0	0	0	0.0379459	0.0089983	0	0	0	0.0013023	0	0.0016608	0	0	0	0.0002976
s__Flavobacterium_crassostreae	0	0	0	0	0	0	0.0115024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062792	0.0015743	0	0	0.0004686	0	0	0	0.001867
s__Flavobacterium_gilvum	0	0.033241	0	0	0	0.0011231	0	0	0	0	0	0	0.018365	0	0.0104595	0	0	0	0.0059256	0	0	0	0	0	0	0.0050134	0.0043038	0	0	0
s__Flavobacterium_haoranii	0	0	0	0	0	0	0	0	0	0.0109209	0	0	0	0	0	0	0.0007417	0	0	0.0033498	0	0	0	0	0	0.0111816	0.0008687	0.0008	0	0
s__Flavobacterium_indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082578	0	0	0	0	0	0	0	0	0	0	0.0008589	0	0.0016562	0.0092731
s__Flavobacterium_johnsoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006861	0.001855	0	0	0
s__Flavobacterium_psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011773	0	0	0.0097296	0	0	0	0.0007232	0.0009295	0	0
s__Flexistipes_sinusarabici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012056	0	0	0.005228	0	0.002903	0.0014675	0.0069929	0	0.0026359
s__Fluviicola_taffensis	0	0	0	0.017448	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0070868	0.0118914	0	0	0	0	0	0	0.001057	0	0	0	0
s__Francisella_persica	0	0	0	0	0	0	0	0.0307573	0	0	0	0	0	0.0173306	0	0	0	0	0	0	0	0.0026802	0.023536	0	0	0	0.0012514	0.0028317	0	0.0142618
s__Frankia_inefficax	0	0	0	0	0	0	0	0	0	0	0.0061249	0.0238017	0	0	0	0	0	0	0	0	0	0.0051554	0	0	0	0.0008093	0	0	0.0036638	0
s__Frateuria_aurantia	0	0	0	0	0	0	0	0	0	0	0.0020886	0	0	0	0	0	0	0	0	0	0	0	0.0040417	0.0071794	0	0	0	0.0035164	0.0062479	0.0140414
s__Frischella_perrara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049717	0	0.00086	0	0	0	0	0	0	0	0	0.0010869	0	0.0028918	0.0012914
s__Gallibacterium_anatis	0	0	0	0	0	0	0	0	0	0	0	0.006602	0	0	0	0	0.0030806	0	0	0	0.0032489	0	0	0.0003889	0	0.0015097	0	0	0	0.0042149
s__Gallionella_capsiferriformans	0	0	0	0	0	0	0	0	0	0	0	0	0.0015268	0	0	0	0	0	0	0	0	0.0008196	0	0	0	0	0.0066706	0.0245189	0.0003819	0
s__Gemella_haemolysans	0	0	0	0	0	0	0.0033856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005072	0.0008257	0.0009614	0
s__Gemella_morbillorum	0	0	0	0	0	0	0	0.0022802	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036901	0	0	0	0	0.0021452	0.00073	0.000333	0
s__Gemella_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003819	0	0.0160844	0	0	0	0.0005525	0	0
s__Gemmatimonas_aurantiaca	0	0	0	0	0	0	0	0	0	0	0.0052704	0	0	0	0	0	0.0036063	0	0	0	0	0.0040154	0	0	0	0.002648	0	0	0	0
s__Gemmatimonas_phototrophica	0	0	0	0.0223157	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040431	0.010728	0	0.0011876	0	0	0	0	0.0031585	0	0	0.0010128	0
s__Gemmatirosa_kalamazoonesis	0	0	0	0	0	0	0	0	0	0	0.0301533	0	0	0	0	0	0.02604	0	0.0019188	0	0	0.0037189	0	0	0	0	0.0005803	0	0.0019408	0.0009303
s__Geobacter_metallireducens	0	0	0	0	0	0	0	0	0	0	0	0.0084554	0.0180665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005662	0.0009195	0	0.0008038
s__Geobacter_pickeringii	0	0	0	0	0	0	0	0	0	0	0	0	0.0020946	0	0	0	0.000538	0.0006748	0	0	0	0	0	0	0.0015455	0	0	0.0046247	0.0006267	0
s__Geodermatophilus_obscurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012937	0	0	0	0	0.0014234	0	0.0004449
s__Geosporobacter_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0.0036275	0	0	0	0	0	0	0	0	0	0.0037961	0	0	0	0	0	0	0.0023985	0
s__Gilliamella_apicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024782	0	0	0	0	0	0.0021193	0.0068459	0	0	0	0	0	0.0030434	0.0007843	0.0031268	0
s__Glaciecola_nitratireducens	0	0	0	0	0	0	0.0089491	0.0060583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044588	0	0	0.0060803	0.0034856
s__Glaesserella_parasuis	0	0	0	0.0088096	0	0	0	0	0	0	0	0	0	0	0.0025877	0	0	0	0	0	0.002047	0	0.0558216	0	0.0051673	0.000975	0	0	0	0
s__Gloeobacter_kilaueensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004242	0	0.0108995	0	0.0026224
s__Gloeobacter_violaceus	0	0	0	0	0	0	0	0.0577923	0	0	0	0	0.0020848	0	0	0	0	0	0	0	0	0.0016918	0.0036824	0	0.0109926	0	0	0	0	0
s__Gluconacetobacter_diazotrophicus	0	0	0	0	0	0	0.0134804	0	0	0	0	0	0	0	0	0	0	0	0	0.0019374	0	0.0081297	0.0007408	0.0027574	0.0051174	0	0.0020194	0.0024134	0	0.0011436
s__Gluconobacter_oxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017708	0	0	0	0	0.0011862	0	0	0	0	0.006423	0.0015036	0.0010397
s__Glutamicibacter_halophytocola	0	0	0	0	0	0	0	0	0	0	0	0	0.0305241	0.0018808	0.0033539	0.032795	0	0	0.0102509	0	0.0032498	0	0	0	0	0.0039258	0	0.0036186	0	0
s__Gordonia_bronchialis	0	0	0	0	0	0	0	0	0	0	0	0	0.0026403	0	0	0	0	0	0	0	0	0	0	0	0.0027163	0.0010187	0	0	0.0013158	0
s__Gordonia_phthalatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066512	0	0	0	0.0004329	0.0165363	0	0	0
s__Gottschalkia_acidurici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013695	0	0.0018768	0	0	0	0	0	0.0012025	0.0035553	0	0	0
s__Gramella_forsetii	0	0	0	0	0	0	0	0	0	0.0201911	0	0	0	0	0	0	0	0	0	0	0.0009616	0	0	0	0	0.0018149	0	0	0.0013724	0
s__Gramella_salexigens	0	0	0	0	0	0	0	0	0	0	0	0.0069208	0	0	0	0	0	0.0399886	0	0	0	0	0	0	0	0.0043494	0	0	0	0
s__Granulibacter_bethesdensis	0	0	0	0	0	0.0593026	0	0	0	0	0	0	0	0.0084522	0	0	0	0.0077708	0	0	0	0.0011741	0	0.0053434	0.0059473	0.0008968	0	0.0023617	0	0
s__Gynuella_sunshinyii	0	0	0	0.0473959	0	0	0	0	0	0	0	0.0275071	0.0064536	0	0.023751	0	0.006002	0	0	0.0016808	0	0	0.0179726	0	0	0.0025597	0.0031429	0	0.0005755	0.0004097
s__Haematobacter_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088622	0	0.0002682	0	0	0.003441	0
s__Haematospirillum_jordaniae	0	0	0.0332986	0	0	0	0.0472527	0.0099141	0	0	0	0.0051262	0	0	0.0119764	0	0	0	0.0179194	0.005355	0	0	0	0.0079597	0	0.0017195	0.0023541	0	0	0
s__Hahella_chejuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058981	0	0	0	0	0	0	0.0028863	0.009025	0	0	0	0.0050802	0	0	0	0.0017
s__Halanaerobium_hydrogeniformans	0	0.0083988	0	0	0	0	0	0.0115465	0	0	0	0.0218036	0	0	0	0	0	0	0	0	0	0	0	0	0.0008569	0	0.0003853	0	0.001363	0.0009997
s__Halanaerobium_praevalens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091176	0	0	0.0012102	0	0.003858	0.0006133	0.003452	0	0.0002568
s__Haliangium_ochraceum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016354	0.0127806	0.0011154	0	0	0.0011296	0.0008744	0	0
s__Haliscomenobacter_hydrossis	0	0.0374978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0079475	0	0	0	0.0031062	0	0.0031771	0	0	0.0013669	0.0017103	0	0
s__Halobacillus_mangrovi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003753	0	0.0070959	0	0	0	0	0	0.0015051	0.0032601
s__Halobacteriovorax_marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081911	0.0027641	0	0	0.0004319	0.0001578	0.00414	0.0023683
s__Halobacteroides_halobius	0	0	0	0.017702	0.0226634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041389	0.0016813	0.0031645	0	0	0	0.0007468	0.0005042	0.0005387	0.0012986
s__Halomonas_caseinilytica	0	0	0	0	0	0	0	0	0	0	0	0	0.0000005	0	0.0000025	0	0	0	0	0	0	0	0.000001	0	0	0	0	0	0	0
s__Halomonas_chromatireducens	0	0	0	0	0.0239886	0	0	0	0	0	0	0	0	0	0	0.0000981	0	0	0.000384	0	0	0	0	0.0005517	0	0	0	0.0013273	0.000562	0
s__Halomonas_elongata	0	0	0	0	0	0.0128028	0	0	0	0	0	0	0.0172171	0	0.015473	0	0.0017583	0	0	0	0	0	0.0133971	0	0	0.0001374	0	0	0.0003674	0
s__Halomonas_huangheensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071902	0	0	0	0	0	0	0	0.0023849	0.0013014	0	0
s__Halorhodospira_halophila	0	0	0	0	0	0	0	0	0	0	0.001835	0.0045084	0	0	0	0	0	0.0011302	0	0	0	0.0291213	0	0	0	0	0	0	0	0
s__Halotalea_alkalilenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016996	0	0	0	0.0058989	0	0.0004409	0	0	0	0	0.0002933	0
s__Halothermothrix_orenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093384	0	0	0	0	0	0.0040092	0	0.0003649	0.0026919	0	0
s__Helicobacter_acinonychis	0	0	0	0	0	0	0	0	0	0	0	0	0.0235612	0	0	0	0	0	0	0	0	0	0.0017606	0	0.0008379	0.0009455	0.0016907	0.0008471	0.0038855	0.0036182
s__Helicobacter_pylori	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054535	0	0.0025974	0	0	0.0105982	0	0	0	0	0	0	0	0	0.0009997	0.0010561	0
s__Herbaspirillum_hiltneri	0	0	0	0.0830242	0	0	0	0	0	0	0	0	0	0	0	0.0019676	0.0068592	0	0	0	0	0	0	0	0.001639	0.0026261	0.0006606	0.0018067	0	0.0021067
s__Herbaspirillum_rubrisubalbicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102727	0	0	0	0	0	0	0	0	0	0	0.002386	0.0088225	0.0046476
s__Hippea_maritima	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171067	0	0.0019291	0	0	0	0	0	0	0.0023466	0	0	0.0006715	0	0
s__Hirschia_baltica	0	0	0	0	0	0	0	0.0053448	0	0	0	0.0063012	0	0	0	0.0021728	0	0	0	0	0.0016697	0	0	0	0	0.0005286	0	0.0013212	0	0.0083094
s__Histophilus_somni	0	0	0	0	0	0	0.0149823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035341	0.0025466	0.0042034	0.0038364	0	0	0	0.0002852
s__Hungateiclostridium_thermocellum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106316	0	0	0	0.0132045	0	0	0.0004181	0	0	0	0	0	0	0	0.0024505	0
s__Hydrogenophaga_crassostreae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036156	0	0	0.0084398	0	0.0100967	0	0.0177576	0	0	0	0	0.0027488	0.0040878	0.0010136	0	0.0036249
s__Hydrogenovibrio_marinus	0	0	0	0	0	0	0	0	0	0	0	0	0.021358	0	0	0	0	0	0	0	0	0	0	0.002445	0	0	0	0	0	0.0043578
s__Hymenobacter_sedentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023421	0	0	0	0	0	0	0	0	0	0	0	0.0019141
s__Hymenobacter_swuensis	0.0235647	0	0	0.0258504	0	0	0	0	0	0	0	0	0	0.0084619	0	0	0	0	0.0065397	0	0	0.0009426	0	0.0066505	0	0	0.0045049	0	0.0047028	0
s__Hyphomicrobium_nitrativorans	0	0	0	0	0	0	0	0	0	0	0	0.0324476	0.0108764	0	0	0	0.003769	0	0.0020942	0	0.0013068	0.0019239	0	0	0.0008472	0	0.0082717	0.0003048	0.0017485	0
s__Ignavibacterium_album	0	0	0	0	0	0	0	0	0	0	0.0046384	0.0748585	0	0	0.0043814	0.0021439	0	0	0	0	0	0	0.0038056	0	0	0.0001933	0	0.0021264	0	0
s__Ilyobacter_polytropus	0	0	0	0	0	0	0	0.0129883	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008248	0	0	0	0	0.0005891	0	0	0
s__Immundisolibacter_cernigliae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016387	0.0008221	0	0	0	0	0.001293	0	0	0	0	0	0	0	0	0	0
s__Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007023	0.0025575	0.0006235	0.003787
s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002735	0	0	0	0	0	0	0	0	0.0013556	0	0.0026749	0.0030678	0
s__Isoptericola_dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024486	0.0151038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Isosphaera_pallida	0	0	0	0	0	0	0	0	0.0257414	0	0	0.005967	0	0	0.0237958	0	0	0	0	0	0.0066565	0.0009574	0	0.0012553	0.0005056	0.0067352	0	0.0088754	0	0.0028065
s__Jeotgalibaca_dankookensis	0	0	0	0	0	0	0	0	0	0.0529955	0	0	0	0.0018143	0.0103445	0.0024313	0.0041447	0	0	0.0025727	0	0.0050745	0	0	0	0.0028948	0	0	0	0.0001669
s__Jeotgalibacillus_malaysiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004404	0	0	0	0	0	0	0.0009241	0	0	0.0017126	0	0	0	0.0005705
s__Jonesia_denitrificans	0	0	0	0	0	0	0	0	0.0416905	0	0	0	0	0	0	0	0	0	0	0	0.0013156	0	0	0	0	0	0	0.0058492	0	0
s__Kangiella_geojedonensis	0	0	0	0	0	0.0377934	0	0	0	0	0	0	0.0273279	0	0	0.0021048	0.0020321	0	0	0	0	0	0	0	0.0038281	0.000852	0	0.0026318	0.0020897	0.0001316
s__Kangiella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0.0268692	0	0.0067679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020677	0
s__Kangiella_sediminilitoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033849	0	0	0.0064181	0	0	0	0.0010914	0	0	0
s__Ketogulonicigenium_robustum	0	0	0	0	0	0	0	0	0	0	0	0	0.0034127	0	0	0.0098091	0	0	0	0	0	0	0	0	0	0	0	0	0.001253	0
